node,node_type,degree,degree_centrality,betweenness_centrality,weighted_degree_n_transactions,total_amount,is_multi_trust_supplier,is_high_volume_supplier,is_hub_supplier
PARK HILL MEDICAL PRACTICE TORQUAY,supplier,1,0.0001890359168241966,0.0,2,136110.9,False,False,False
PARK LANE SURGERY N81085,supplier,1,0.0001890359168241966,0.0,2,118712.76,False,False,False
PARK MEDICAL CENTRE CHESTER,supplier,1,0.0001890359168241966,0.0,6,536629.14,False,False,False
PARK MEDICAL PRACTICE PRESTON,supplier,1,0.0001890359168241966,0.0,13,933895.2,False,False,False
PARK PRACTICE,supplier,1,0.0001890359168241966,0.0,2,56637.8,False,False,False
PARK ROAD HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,3,196070.16,False,False,False
PARK ROAD MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,71901.28,False,False,False
PARK ROAD MEDICAL PRACTICE SHEPTON MALLET,supplier,1,0.0001890359168241966,0.0,8,732895.13,False,False,False
PARK ROAD SURGERY,supplier,1,0.0001890359168241966,0.0,22,2576356.6799999997,False,False,False
PARK ROYAL MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,25,3790815.17,False,False,False
PARK STREET SURGERY B82036,supplier,1,0.0001890359168241966,0.0,4,138097.03999999998,False,False,False
PARK SURGERY & ST FRANCIS SURGERY,supplier,1,0.0001890359168241966,0.0,13,663915.54,False,False,False
PARK SURGERY DRIFFIELD,supplier,1,0.0001890359168241966,0.0,5,206421.94,False,False,False
PARK SURGERY HERNE BAY,supplier,1,0.0001890359168241966,0.0,2,71846.42000000001,False,False,False
PARK SURGERY HORSHAM,supplier,1,0.0001890359168241966,0.0,17,1714299.12,False,False,False
PARKBURY HOUSE,supplier,1,0.0001890359168241966,0.0,13,660388.54,False,False,False
PARKFIELD MC N85051,supplier,1,0.0001890359168241966,0.0,3,110584.44,False,False,False
PARKFIELD MEDICAL CENTRE POTTERS BAR,supplier,1,0.0001890359168241966,0.0,4,107043.83,False,False,False
PARKGATE SURGERY DARLINGTON,supplier,1,0.0001890359168241966,0.0,15,1676121.97,False,False,False
PARKLANDS SURGERY RUSHDEN,supplier,1,0.0001890359168241966,0.0,20,1523139.77,False,False,False
PARKSIDE FAMILY SURGERY,supplier,1,0.0001890359168241966,0.0,14,1022157.48,False,False,False
PARKSIDE MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,3,77975.81,False,False,False
PARKSIDE SURGERY C81053,supplier,1,0.0001890359168241966,0.0,2,64094.34,False,False,False
PARKSTONE HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,16,866035.92,False,False,False
PARKWAY H C,supplier,1,0.0001890359168241966,0.0,5,319865.82,False,False,False
PARKWOOD FAMILY PRACTICE,supplier,1,0.0001890359168241966,0.0,11,729220.64,False,False,False
PARKWOOD SURGERY,supplier,1,0.0001890359168241966,0.0,5,160711.34,False,False,False
PARSONAGE SURGERY,supplier,1,0.0001890359168241966,0.0,2,793169.67,False,False,False
PARTNERSHIPS IN CARE,supplier,1,0.0001890359168241966,0.0,395,266007509.84,False,True,True
PASSEPARTOUT CONSULTING,supplier,1,0.0001890359168241966,0.0,3,181080.0,False,False,False
PATCHWORK HEALTH,supplier,1,0.0001890359168241966,0.0,7,885599.77,False,False,False
PATEL P J & PARTNER,supplier,1,0.0001890359168241966,0.0,41,2840384.58,False,False,False
PATEL R S & PARTNER,supplier,1,0.0001890359168241966,0.0,27,1197326.7,False,False,False
PATFORD HOUSE PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,3,90731.14,False,False,False
PATHFIELDS PRACTICE RIVERSIDE LCG,supplier,1,0.0001890359168241966,0.0,7,417508.31,False,False,False
PATIENTS ASSOCIATION THE,supplier,1,0.0001890359168241966,0.0,2,60077.0,False,False,False
PATIENTS KNOW BEST,supplier,1,0.0001890359168241966,0.0,6,522668.6,False,False,False
PATWALA DY & PARTNER,supplier,1,0.0001890359168241966,0.0,15,424324.07,False,False,False
PAUL STRICKLAND SCANNER CENTRE,supplier,1,0.0001890359168241966,0.0,78,15643605.6,False,False,False
PAXTON MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,35,2994820.58,False,False,False
PBS UK,supplier,1,0.0001890359168241966,0.0,2,55000.0,False,False,False
PCC DEVON & CORNWALL,supplier,1,0.0001890359168241966,0.0,11,1596945.0,False,False,False
PCC DORSET,supplier,1,0.0001890359168241966,0.0,3,107730.0,False,False,False
PCC FOR AVON & SOMERSET,supplier,1,0.0001890359168241966,0.0,7,766155.0,False,False,False
PCC FOR CLEVELAND,supplier,1,0.0001890359168241966,0.0,10,561722.0,False,False,False
PDS MEDICAL,supplier,1,0.0001890359168241966,0.0,38,1135894.14,False,False,False
PEACOCK & PARTNERS,supplier,1,0.0001890359168241966,0.0,4,132619.09,False,False,False
PEAKE GB,supplier,1,0.0001890359168241966,0.0,12,338847.52,False,False,False
PEARL CHEMIST,supplier,1,0.0001890359168241966,0.0,3,81217.2,False,False,False
PEARSON PROFESSIONAL ASSESSMENTS,supplier,1,0.0001890359168241966,0.0,11,2369698.25,False,False,False
PEARTREE GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,12,702308.02,False,False,False
PEER POWER YOUTH,supplier,1,0.0001890359168241966,0.0,23,839947.0,False,False,False
PELTA D E & PARTNERS,supplier,1,0.0001890359168241966,0.0,2,208776.94,False,False,False
PEMBROKE HOUSE SURGERY PAIGNTON,supplier,1,0.0001890359168241966,0.0,44,6710801.9,False,False,False
PEMBROKE ROAD SURGERY L81081,supplier,1,0.0001890359168241966,0.0,2,78053.44,False,False,False
PENDLE MEDICAL PARTNERSHIP THE,supplier,1,0.0001890359168241966,0.0,11,609594.3200000001,False,False,False
PENDLESIDE MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,12,714089.86,False,False,False
PENINSULA DENTAL SOCIAL ENTERPRISE CIC,supplier,1,0.0001890359168241966,0.0,14,18424779.05,False,False,False
PENINSULA MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,3,78508.35,False,False,False
PENKETH MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,108124.3,False,False,False
PENN HILL SURGERY ST NICHOLAS CLOSE YEOVIL,supplier,1,0.0001890359168241966,0.0,3,210024.75,False,False,False
PENNINE ACUTE HOSPITALS NHS TRUST,supplier,1,0.0001890359168241966,0.0,305,314170803.21,False,True,True
PENNINE CARE NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,231,178158287.16,False,True,True
PENNINE MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,71763.0,False,False,False
PENROSE,supplier,1,0.0001890359168241966,0.0,58,5200849.22,False,False,False
PENRYHN SURGERY,supplier,1,0.0001890359168241966,0.0,4,240239.88,False,False,False
PENRYN SURGERY,supplier,1,0.0001890359168241966,0.0,33,2267986.0300000003,False,False,False
PENTACLE,supplier,1,0.0001890359168241966,0.0,2,94836.96,False,False,False
PENTELOW PRACTICE,supplier,1,0.0001890359168241966,0.0,16,1094641.36,False,False,False
PEOPLE ASSET MANAGEMENT LTD TA PAM OH SOLUTIONS,supplier,2,0.0003780718336483932,0.0,13,707282.51,True,False,True
PEOPLE UN,supplier,1,0.0001890359168241966,0.0,3,710000.0,False,False,False
PEOPLEHUB NETWORK COMMUNITY INTEREST CO,supplier,1,0.0001890359168241966,0.0,5,232477.5,False,False,False
PEPPY HEALTH,supplier,1,0.0001890359168241966,0.0,3,102260.0,False,False,False
PEREIRA & PARTNERS,supplier,1,0.0001890359168241966,0.0,15,667623.49,False,False,False
PERFORMANCE IN EDUCATION,supplier,1,0.0001890359168241966,0.0,2,128260.0,False,False,False
PERFORMS ASSESSMENT,supplier,1,0.0001890359168241966,0.0,3,357603.52,False,False,False
PERKINELMER LAS UK,supplier,1,0.0001890359168241966,0.0,48,1926878.79,False,False,False
PERRANPORTH SURGERY THE,supplier,1,0.0001890359168241966,0.0,14,809905.69,False,False,False
PETERLOO MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,7,901431.24,False,False,False
PETERSGATE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,9,695463.49,False,False,False
PETROC GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,30,2372312.31,False,False,False
PEVERELL PARK SURGERY PEVERELL WATERFRONT LCG,supplier,1,0.0001890359168241966,0.0,3,339708.63,False,False,False
PFIZER,supplier,1,0.0001890359168241966,0.0,10,22254720.0,False,False,False
PHOENIX FUTURES,supplier,1,0.0001890359168241966,0.0,81,12117984.9,False,False,False
PHOENIX MEDICAL PRACTICE THE,supplier,1,0.0001890359168241966,0.0,2,215796.16,False,False,False
PHOENIX PRACTICE LONDON,supplier,1,0.0001890359168241966,0.0,13,625093.04,False,False,False
PHOENIX SURGERY L84012,supplier,1,0.0001890359168241966,0.0,2,80853.42,False,False,False
PHS GROUP,supplier,1,0.0001890359168241966,0.0,40,1170374.31,False,False,False
PICK EVERARD,supplier,1,0.0001890359168241966,0.0,21,615954.1,False,False,False
PICKER INSTITUTE EUROPE,supplier,1,0.0001890359168241966,0.0,87,5298823.66,False,False,False
PICKERING MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,21,1355410.74,False,False,False
PILGRIMS HOSPICES IN EAST KENT,supplier,1,0.0001890359168241966,0.0,2,116550.0,False,False,False
PIMLICO HEALTH AT THE MARVEN SURGERY,supplier,1,0.0001890359168241966,0.0,21,1524898.35,False,False,False
PINE VIEW PRACTICE,supplier,1,0.0001890359168241966,0.0,16,791768.36,False,False,False
PINES SURGERY,supplier,1,0.0001890359168241966,0.0,17,993042.78,False,False,False
PINHOE SURGERY EXETER,supplier,1,0.0001890359168241966,0.0,5,320157.76,False,False,False
PINNACLE HEALTH PARTNERSHIP,supplier,2,0.0003780718336483932,0.00026547282920475195,10,493360.02,True,False,True
PINNACLE SYSTEMS MANAGEMENT,supplier,1,0.0001890359168241966,0.0,37,8907638.8,False,False,False
PLATFORM ONE FRANCE SAS,supplier,1,0.0001890359168241966,0.0,2,62647.019329999996,False,False,False
PLUMSTEAD H C PMS,supplier,1,0.0001890359168241966,0.0,13,957852.2100000001,False,False,False
PLURALSIGHT LLC,supplier,1,0.0001890359168241966,0.0,4,471201.98304516997,False,False,False
PLYMOUTH CITY COUNCIL,supplier,1,0.0001890359168241966,0.0,9,1399208.5,False,False,False
PLYMOUTH MARJON UNIVERSITY,supplier,1,0.0001890359168241966,0.0,5,198500.0,False,False,False
POCKLINGTON GROUP PRACTICE B81036,supplier,1,0.0001890359168241966,0.0,2,110265.14,False,False,False
POINT OF CARE FOUNDATION,supplier,1,0.0001890359168241966,0.0,3,93465.0,False,False,False
POLICE & CRIME COMMISSIONER FOR BEDFORDSHIRE,supplier,1,0.0001890359168241966,0.0,28,2835073.88,False,False,False
POLICE & CRIME COMMISSIONER FOR CHESHIRE,supplier,1,0.0001890359168241966,0.0,11,720614.58,False,False,False
POLICE & CRIME COMMISSIONER FOR CUMBRIA,supplier,1,0.0001890359168241966,0.0,5,899793.0,False,False,False
POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER,supplier,1,0.0001890359168241966,0.0,7,563490.52,False,False,False
POLICE & CRIME COMMISSIONER FOR HAMPSHIRE,supplier,1,0.0001890359168241966,0.0,3,283102.0,False,False,False
POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE,supplier,1,0.0001890359168241966,0.0,4,243143.4,False,False,False
POLICE & CRIME COMMISSIONER FOR NORTHAMPTONSHIRE,supplier,1,0.0001890359168241966,0.0,2,177000.0,False,False,False
POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE,supplier,1,0.0001890359168241966,0.0,18,5142722.16,False,False,False
POLICE & CRIME COMMISSIONER FOR SUFFOLK,supplier,1,0.0001890359168241966,0.0,17,3281461.46,False,False,False
POLICE & CRIME COMMISSIONER FOR WILTSHIRE,supplier,1,0.0001890359168241966,0.0,12,990815.0,False,False,False
POLICE & CRIME COMMISSIONER NORTHUMBRIA,supplier,1,0.0001890359168241966,0.0,12,2128282.16,False,False,False
POLICE AND CRIME COMMISSIONER FOR ESSEX,supplier,1,0.0001890359168241966,0.0,5,1557911.3399999999,False,False,False
POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,supplier,1,0.0001890359168241966,0.0,18,1157037.0,False,False,False
POND TAIL SURGERY,supplier,1,0.0001890359168241966,0.0,3,169317.90000000002,False,False,False
PONTELAND MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,13,563911.58,False,False,False
POOL MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,10,758717.33,False,False,False
POOLE HOSPITAL NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,140,125548515.03,False,False,False
POOLE ROAD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,64432.27,False,False,False
POOLOGANATHAN & POOLOGANATHAN,supplier,1,0.0001890359168241966,0.0,17,2103273.85,False,False,False
POPLAR GROVE SURGERY,supplier,1,0.0001890359168241966,0.0,5,165754.51,False,False,False
PORCH SURGERY,supplier,1,0.0001890359168241966,0.0,3,81536.3,False,False,False
PORT ISAAC,supplier,1,0.0001890359168241966,0.0,13,886925.32,False,False,False
PORT VIEW SURGERY,supplier,1,0.0001890359168241966,0.0,16,777280.85,False,False,False
PORTAKABIN,supplier,1,0.0001890359168241966,0.0,100,21847674.59,False,False,False
PORTCHESTER PRACTICE,supplier,1,0.0001890359168241966,0.0,10,792787.58,False,False,False
PORTER BROOK MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,10,455064.63,False,False,False
PORTISHEAD MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,33,2124154.58,False,False,False
PORTLAND EYECARE SERVICES,supplier,1,0.0001890359168241966,0.0,10,309636.89,False,False,False
PORTLAND PRACTICE,supplier,1,0.0001890359168241966,0.0,3,90077.23999999999,False,False,False
PORTMILL SURGERY,supplier,1,0.0001890359168241966,0.0,4,134823.66,False,False,False
PORTSDOWN GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,40,2669945.21,False,False,False
PORTSLADE HEALTH CENTRE MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,9,741014.12,False,False,False
PORTSMOUTH HOSPITALS NHS TRUST,supplier,1,0.0001890359168241966,0.0,919,1123408602.53,False,True,True
PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,supplier,1,0.0001890359168241966,0.0,18,15017952.01,False,False,False
POSITIVE SOLUTIONS,supplier,1,0.0001890359168241966,0.0,7,793300.0,False,False,False
POSTERNGATE SURGERY,supplier,1,0.0001890359168241966,0.0,33,1768144.6,False,False,False
POTTERELLS MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,13,678329.02,False,False,False
POUND HILL SURGERY,supplier,1,0.0001890359168241966,0.0,36,2602609.53,False,False,False
POWER EFFICIENCY,supplier,1,0.0001890359168241966,0.0,2,91607.03,False,False,False
PRACTICE IN THE PARK,supplier,1,0.0001890359168241966,0.0,3,2168488.38,False,False,False
PRACTICE ONE,supplier,1,0.0001890359168241966,0.0,2,58330.0,False,False,False
PRACTICE PLUS GROUP HEALTH & REHABILITATION SERVICES,supplier,1,0.0001890359168241966,0.0,2384,887653378.29,False,True,True
PRACTICE PLUS GROUP HOSPITALS,supplier,1,0.0001890359168241966,0.0,150,66696001.19,False,False,False
PRACTICE SURGERIES,supplier,1,0.0001890359168241966,0.0,2,104748.97,False,False,False
PRACTICUS,supplier,2,0.0003780718336483932,0.00022823447630566636,29,2190975.2199999997,True,False,True
PRACTIVE,supplier,1,0.0001890359168241966,0.0,13,1376100.2,False,False,False
PRAZE SURGERY,supplier,1,0.0001890359168241966,0.0,20,1010454.79,False,False,False
PRECISELY EUROPE SOFTWARE AND DATA,supplier,1,0.0001890359168241966,0.0,2,56133.0,False,False,False
PREMIER PRIMARYCARE,supplier,1,0.0001890359168241966,0.0,26,1831051.34,False,False,False
PRENTON MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,13,396022.42,False,False,False
PRESCQIPP CIC,supplier,2,0.0003780718336483932,0.0,9,840629.6,True,False,True
PRESCRIBING SERVICES,supplier,1,0.0001890359168241966,0.0,13,2546168.5100000002,False,False,False
PRESTON GROVE MEDICAL CENTRE YEOVIL,supplier,1,0.0001890359168241966,0.0,3,256999.71000000002,False,False,False
PREVENTX,supplier,1,0.0001890359168241966,0.0,5,1569784.0,False,False,False
PRICES MILL SURGERY,supplier,1,0.0001890359168241966,0.0,3,88707.26,False,False,False
PRIMARY CARE 24 MERSEYSIDE,supplier,1,0.0001890359168241966,0.0,59,1970417.44,False,False,False
PRIMARY CARE COMMISSIONING CIC,supplier,1,0.0001890359168241966,0.0,50,3535888.91,False,False,False
PRIMARY CARE DONCASTER,supplier,1,0.0001890359168241966,0.0,18,2997981.69,False,False,False
PRIMARY CARE FOUNDATION,supplier,1,0.0001890359168241966,0.0,4,182990.0,False,False,False
PRIMARY INTEGRATED COMMUNITY SERVICES,supplier,1,0.0001890359168241966,0.0,17,2347577.5100000002,False,False,False
PRIMECARE,supplier,1,0.0001890359168241966,0.0,6,208405.9,False,False,False
PRIMROSE HILL SURGERY,supplier,1,0.0001890359168241966,0.0,7,522768.33999999997,False,False,False
PRINCE OF WALES SURGERY J81609,supplier,1,0.0001890359168241966,0.0,2,54414.54,False,False,False
PRINCES PARK MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,9,447218.64,False,False,False
PRINCESS ALEXANDRA HOSPITAL NHS TRUST,supplier,1,0.0001890359168241966,0.0,27,9354748.87,False,False,False
PRINCESS ALEXANDRA HOSPITAL NHS TRUST THE,supplier,1,0.0001890359168241966,0.0,482,232563625.01,False,True,True
PRIORY AVENUE SURGERY HIGH WYCOMBE,supplier,1,0.0001890359168241966,0.0,14,1437413.48,False,False,False
PRIORY GARDENS MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,6,418050.01999999996,False,False,False
PRIORY GROUP,supplier,1,0.0001890359168241966,0.0,301,205526738.6,False,True,True
PRIORY MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,21,1289822.96,False,False,False
PRIORY MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,21,1019821.25,False,False,False
PRIORY MEDICAL GROUP A87009,supplier,1,0.0001890359168241966,0.0,2,58813.100000000006,False,False,False
PRIORY MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,4,191412.83000000002,False,False,False
PRIORY ROAD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,18,1558579.84,False,False,False
PRIVITAR,supplier,1,0.0001890359168241966,0.0,2,2040000.0,False,False,False
PROACTIVE PROSTHETICS,supplier,1,0.0001890359168241966,0.0,3,217076.02,False,False,False
PROBRAND,supplier,1,0.0001890359168241966,0.0,7,1497097.83,False,False,False
PROBUS SURGERY,supplier,1,0.0001890359168241966,0.0,26,1310534.6300000001,False,False,False
PROCARE HEALTH,supplier,1,0.0001890359168241966,0.0,12,550968.37,False,False,False
PROFESSIONAL DATA MANAGEMENT SERVICES,supplier,1,0.0001890359168241966,0.0,6,190205.0,False,False,False
PROFESSIONAL RECORD STANDARDS BODY,supplier,2,0.0003780718336483932,0.0,113,7854355.9399999995,True,False,True
PROGRESS HEALTH PARTNERSHIPS,supplier,1,0.0001890359168241966,0.0,2,103554.0,False,False,False
PROGRESS HOUSING ASSOCIATION,supplier,2,0.0003780718336483932,0.0,14,869247.14,True,False,True
PROJECT ROME,supplier,1,0.0001890359168241966,0.0,2,92400.0,False,False,False
PROJECT SALUS CIC,supplier,1,0.0001890359168241966,0.0,2,174904.0,False,False,False
PROMETHEUS COMPLEX CARE,supplier,1,0.0001890359168241966,0.0,40,1927458.6,False,False,False
PROPHARMACE,supplier,1,0.0001890359168241966,0.0,8,617916.66,False,False,False
PROSPECT HOSPICE,supplier,1,0.0001890359168241966,0.0,4,320878.58999999997,False,False,False
PROSTATE CANCER UK,supplier,1,0.0001890359168241966,0.0,2,1898816.0,False,False,False
PROUD2BOPS COMMUNITY INTEREST COMPANY,supplier,1,0.0001890359168241966,0.0,2,233333.34,False,False,False
PROVIDE CIC,supplier,1,0.0001890359168241966,0.0,187,19989090.6,False,False,False
PROVIDENCE SURGERY,supplier,1,0.0001890359168241966,0.0,9,654776.48,False,False,False
PRUDENTIAL,supplier,1,0.0001890359168241966,0.0,3,89855.67,False,False,False
PTFS EUROPE,supplier,1,0.0001890359168241966,0.0,5,163873.66999999998,False,False,False
PUBLIC DIGITAL,supplier,1,0.0001890359168241966,0.0,11,1128807.5,False,False,False
PUBLIC HEALTH ENGLAND,supplier,2,0.0003780718336483932,0.0002657385677725245,46,8351213.16,True,False,True
PUBLIC SERVICE CONSULTANTS LTD THE,supplier,1,0.0001890359168241966,0.0,46,3748086.77,False,False,False
PUCKERIDGE & STANDON SURGERY,supplier,1,0.0001890359168241966,0.0,13,999888.12,False,False,False
PULBOROUGH MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,13,650336.88,False,False,False
PURE AUDIO VISUAL,supplier,1,0.0001890359168241966,0.0,3,208360.06,False,False,False
PURE VISION EYECARE LTD TA EYE CARE OPTICAL,supplier,1,0.0001890359168241966,0.0,2,51581.05,False,False,False
PURFLEET CARE CENTRE,supplier,1,0.0001890359168241966,0.0,30,1527245.1199999999,False,False,False
PURTON SURGERY,supplier,1,0.0001890359168241966,0.0,2,27545.62,False,False,False
PUTNEYMEAD GROUP MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,8,645579.13,False,False,False
PUTNOE AND LINDEN GROUP,supplier,1,0.0001890359168241966,0.0,2,73280.1,False,False,False
PUTNOE MEDICAL CENTRE PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,4,454162.88,False,False,False
PUZZEL,supplier,1,0.0001890359168241966,0.0,5,435210.53,False,False,False
Q2 HEALTH CONSULTING,supplier,1,0.0001890359168241966,0.0,5,390173.67,False,False,False
Q5 PARTNERS,supplier,1,0.0001890359168241966,0.0,8,427065.0,False,False,False
QIAGEN,supplier,1,0.0001890359168241966,0.0,4,5822568.0,False,False,False
QINETIQ,supplier,1,0.0001890359168241966,0.0,28,12116067.09,False,False,False
QPERCOM,supplier,1,0.0001890359168241966,0.0,16,1081175.951496914,False,False,False
QUALITAS CONSORTIUM UK,supplier,1,0.0001890359168241966,0.0,70,2377820.0,False,False,False
QUALITECH HEALTHCARE,supplier,1,0.0001890359168241966,0.0,4,111657.6,False,False,False
QUALITEST GROUP UK,supplier,1,0.0001890359168241966,0.0,127,6962480.83,False,False,False
QUALITY BY RANDOMIZATION,supplier,1,0.0001890359168241966,0.0,3,2000000.0,False,False,False
QUALITY HEALTH,supplier,1,0.0001890359168241966,0.0,24,1965012.31,False,False,False
QUALITY MEDICAL SOLUTIONS,supplier,1,0.0001890359168241966,0.0,13,1209796.68,False,False,False
QUALTRICS LLC,supplier,1,0.0001890359168241966,0.0,3,419624.0,False,False,False
QUANTOCK MEDICAL CENTRE NETHER STOWEY BRIDGWATER,supplier,1,0.0001890359168241966,0.0,3,88558.11,False,False,False
QUANTOCK VALE SURGERY BISHOPS LYDEARD TAUNTON,supplier,1,0.0001890359168241966,0.0,3,121440.72,False,False,False
QUARTER JACK SURGERY,supplier,1,0.0001890359168241966,0.0,10,476580.74,False,False,False
QUAY HEALTH SOLUTIONS CIC,supplier,1,0.0001890359168241966,0.0,25,2475589.81,False,False,False
QUAY LANE SURGERY,supplier,1,0.0001890359168241966,0.0,13,446572.94,False,False,False
QUEEN CAMEL HEALTH CENTRE QUEEN CAMEL YEOVIL,supplier,1,0.0001890359168241966,0.0,3,150096.48,False,False,False
QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,556,188798327.91,False,True,True
QUEEN SQUARE MEDICAL PRACTICE LANCASTER,supplier,1,0.0001890359168241966,0.0,7,430993.67,False,False,False
QUEEN STREET MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,19,1739644.16,False,False,False
QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,358,135967217.12,False,True,True
QUEENS MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,202903.80000000002,False,False,False
QUEENS NURSING INSTITUTE,supplier,1,0.0001890359168241966,0.0,8,464500.0,False,False,False
QUEENS PARK MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,11,664221.3200000001,False,False,False
QUEENS PARK SURGERY,supplier,1,0.0001890359168241966,0.0,5,253111.36000000002,False,False,False
QUEENS ROAD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,14,854193.8200000001,False,False,False
QUEENSVIEW MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,17,1053197.8800000001,False,False,False
QUEENSWAY DENTAL PRACTICE,supplier,1,0.0001890359168241966,0.0,30,1607346.57,False,False,False
QUEENSWAY MEDICAL CENTRE WELLINGBOROUGH,supplier,1,0.0001890359168241966,0.0,29,2516083.02,False,False,False
QUEENSWAY SURGERY,supplier,1,0.0001890359168241966,0.0,14,840051.35,False,False,False
QUIDEL IRELAND,supplier,1,0.0001890359168241966,0.0,5,229200.0,False,False,False
QUINN BNE,supplier,1,0.0001890359168241966,0.0,15,419324.68,False,False,False
QUIQSOLUTIONS,supplier,1,0.0001890359168241966,0.0,13,1674247.62,False,False,False
RACE EQUALITY FOUNDATION THE,supplier,1,0.0001890359168241966,0.0,2,79965.0,False,False,False
RADIOMETER,supplier,1,0.0001890359168241966,0.0,2,105083.57,False,False,False
RADNOR HOUSE SURGERY & ASCOT MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,5,2889942.99,False,False,False
RAHMAN & RAHMAN WEDNESBURY,supplier,1,0.0001890359168241966,0.0,4,339236.55,False,False,False
RAILWAY MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,30,1822462.87,False,False,False
RAINBOW CHILDRENS HOSPICE,supplier,1,0.0001890359168241966,0.0,2,901643.0,False,False,False
RAINBOWS CHILDRENS HOSPICE,supplier,1,0.0001890359168241966,0.0,3,3166124.0,False,False,False
RAISE THE BAR,supplier,1,0.0001890359168241966,0.0,5,300000.0,False,False,False
RALEIGH SURGERY EXMOUTH,supplier,1,0.0001890359168241966,0.0,3,79445.49,False,False,False
RAME GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,36,2747778.61,False,False,False
RAMSAY HEALTH CARE UK,supplier,1,0.0001890359168241966,0.0,68,11062549.51,False,False,False
RAMSAY HEALTH CARE UK OPERATIONS,supplier,1,0.0001890359168241966,0.0,77,393549850.13,False,False,False
RAMSBURY SURGERY,supplier,1,0.0001890359168241966,0.0,10,428960.8,False,False,False
RAND EUROPE,supplier,1,0.0001890359168241966,0.0,3,259464.97,False,False,False
RANDALL & PARTNERS,supplier,1,0.0001890359168241966,0.0,7,366987.9,False,False,False
RAPE & SEXUAL ABUSE RASA CENTRE,supplier,1,0.0001890359168241966,0.0,12,1009940.5700000001,False,False,False
RASHEED R,supplier,1,0.0001890359168241966,0.0,58,2993770.68,False,False,False
RATCLIFFE ROAD PRACTICE,supplier,1,0.0001890359168241966,0.0,10,528383.96,False,False,False
RAVENSWOOD MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,55903.42,False,False,False
RCGP CONFERENCES,supplier,1,0.0001890359168241966,0.0,2,74760.0,False,False,False
RDE BLISWORTH HANSLOPE & GRANGE PARK SURGERIES,supplier,1,0.0001890359168241966,0.0,48,3508263.86,False,False,False
READESMOOR MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,10,638018.85,False,False,False
READING BOROUGH COUNCIL,supplier,1,0.0001890359168241966,0.0,8,360260.69,False,False,False
