node,node_type,degree,degree_centrality,betweenness_centrality,weighted_degree_n_transactions,total_amount,is_multi_trust_supplier,is_high_volume_supplier,is_hub_supplier
CHANGE GROW LIVE,supplier,1,0.0001890359168241966,0.0,12,1212108.96,False,False,False
CHANGING MINDS,supplier,1,0.0001890359168241966,0.0,8,1320000.0,False,False,False
CHANGING OUR LIVES,supplier,1,0.0001890359168241966,0.0,3,157000.0,False,False,False
CHANNEL VIEW SURGERY TEIGNMOUTH,supplier,1,0.0001890359168241966,0.0,30,1991873.94,False,False,False
CHAPEL STREET MEDICAL PRACTICE DERBY,supplier,1,0.0001890359168241966,0.0,4,131101.86,False,False,False
CHAPMAN OPTICIANS,supplier,1,0.0001890359168241966,0.0,2,82814.83,False,False,False
CHARLTON HILL SURGERY,supplier,1,0.0001890359168241966,0.0,6,198753.18,False,False,False
CHARNWOOD GP NETWORK,supplier,1,0.0001890359168241966,0.0,4,620031.5,False,False,False
CHARTERED INSTITUTE OF LOGISTICS AND TRANSPORTTHE,supplier,1,0.0001890359168241966,0.0,2,375400.0,False,False,False
CHARTERED SOCIETY OF PHYSIOTHERAPY,supplier,1,0.0001890359168241966,0.0,3,317950.0,False,False,False
CHAS A BLATCHFORD & SONS,supplier,1,0.0001890359168241966,0.0,5,259494.24,False,False,False
CHASING THE STIGMA,supplier,1,0.0001890359168241966,0.0,3,398800.0,False,False,False
CHATSWORTH ROAD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,53428.66,False,False,False
CHATTERJEE PC,supplier,1,0.0001890359168241966,0.0,4,368509.64,False,False,False
CHAUDHURY P K,supplier,1,0.0001890359168241966,0.0,7,495000.77999999997,False,False,False
CHAWTON PARK SURGERY,supplier,1,0.0001890359168241966,0.0,5,203154.0,False,False,False
CHEADLE HULME HEALTH CENTRE DR SEABROOK,supplier,1,0.0001890359168241966,0.0,2,65686.83,False,False,False
CHEADLE HULME HEALTH CENTRE DR SHIPSTON,supplier,1,0.0001890359168241966,0.0,18,1014007.74,False,False,False
CHEDDAR MEDICAL CENTRE ROYNON WAY CHEDDAR,supplier,1,0.0001890359168241966,0.0,3,182979.3,False,False,False
CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,1083,1114852256.14,False,True,True
CHELSFIELD SURGERY,supplier,1,0.0001890359168241966,0.0,3,161542.72,False,False,False
CHELSFIELD SURGERY G84020,supplier,1,0.0001890359168241966,0.0,2,112970.3,False,False,False
CHELSTON HALL SURGERY,supplier,1,0.0001890359168241966,0.0,5,477138.45,False,False,False
CHERITON BISHOP SURGERY,supplier,1,0.0001890359168241966,0.0,3,117812.94,False,False,False
CHERRY MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,8,424455.6,False,False,False
CHERTSEY HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,26,2614977.4,False,False,False
CHERWELL DISTRICT COUNCIL,supplier,1,0.0001890359168241966,0.0,2,132500.0,False,False,False
CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,234,150103013.56,False,True,True
CHESHIRE EAST BOROUGH COUNCIL,supplier,1,0.0001890359168241966,0.0,4,945750.0,False,False,False
CHESSEL PRACTICE,supplier,1,0.0001890359168241966,0.0,10,491920.26,False,False,False
CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,423,182772069.12,False,True,True
CHESWOLD PARK HOSPITAL,supplier,1,0.0001890359168241966,0.0,152,57582208.85,False,False,False
CHEVELEY PARK MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,10,500674.16000000003,False,False,False
CHEVIN MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,16,1013352.58,False,False,False
CHEW MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,58136.740000000005,False,False,False
CHIDDENBROOK SURGERY CREDITON,supplier,1,0.0001890359168241966,0.0,23,4301107.45,False,False,False
CHILCOTE SURGERY TORQUAY,supplier,1,0.0001890359168241966,0.0,6,448158.88,False,False,False
CHILDRENS HOSPICE SOUTH WEST,supplier,1,0.0001890359168241966,0.0,5,5710162.0,False,False,False
CHILDRENS TRUST THE,supplier,1,0.0001890359168241966,0.0,81,28051225.990000002,False,False,False
CHIME SOCIAL ENTERPRISE,supplier,1,0.0001890359168241966,0.0,8,881048.38,False,False,False
CHINEHAM MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,99563.4,False,False,False
CHINGFORD MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,19,1245259.95,False,False,False
CHIPPING NORTON HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,26,1492494.95,False,False,False
CHIPPING SURGERY THE L84051,supplier,1,0.0001890359168241966,0.0,2,95542.70000000001,False,False,False
CHISNELL P & PARTNERS,supplier,1,0.0001890359168241966,0.0,5,443745.0,False,False,False
CHISWICK FAMILY PRACTICE,supplier,1,0.0001890359168241966,0.0,7,2108054.27,False,False,False
CHOICE SUPPORT,supplier,1,0.0001890359168241966,0.0,2,1138599.0,False,False,False
CHORLTON FAMILY PRACTICE,supplier,1,0.0001890359168241966,0.0,8,267167.36,False,False,False
CHRISTCHURCH MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,4,67127.6,False,False,False
CHRISTIANA HARTLEY MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,8,855118.28,False,False,False
CHRISTIE CL & PARTNERS,supplier,1,0.0001890359168241966,0.0,8,514137.58,False,False,False
CHRISTIE HOSPITAL NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,32,81816745.4,False,False,False
CHRISTMAS MALTINGS & CLEMENTS PRACTICE,supplier,1,0.0001890359168241966,0.0,12,3251870.24,False,False,False
CHUKWU A C & PARTNERS,supplier,1,0.0001890359168241966,0.0,2,59537.82,False,False,False
CHUMS,supplier,1,0.0001890359168241966,0.0,2,59000.0,False,False,False
CHURCH LANE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,209470.5,False,False,False
CHURCH LANE SURGERY YORK,supplier,1,0.0001890359168241966,0.0,8,236229.52,False,False,False
CHURCH STREET SURGERY BISHOPS STORT,supplier,1,0.0001890359168241966,0.0,17,1016942.1799999999,False,False,False
CHURCH STREET SURGERY CHURCH STREET MARTOCK,supplier,1,0.0001890359168241966,0.0,6,463735.17000000004,False,False,False
CHURCH STRETTON MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,98572.76,False,False,False
CHURCH VIEW SURGERY PLYMSTOCK,supplier,1,0.0001890359168241966,0.0,10,715396.48,False,False,False
CHURCHDOWN SURGERY L84047,supplier,1,0.0001890359168241966,0.0,2,162031.0,False,False,False
CHURCHILL HEALTHCARE,supplier,1,0.0001890359168241966,0.0,2,60137.34,False,False,False
CHURCHMERE MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,7,281979.9,False,False,False
CINOS,supplier,1,0.0001890359168241966,0.0,22,1188682.69,False,False,False
CIPD ENTERPRISES,supplier,1,0.0001890359168241966,0.0,10,1543602.06,False,False,False
CIPFA,supplier,1,0.0001890359168241966,0.0,8,851700.0,False,False,False
CIRCLE HEALTH GROUP,supplier,1,0.0001890359168241966,0.0,53,5197933.53,False,False,False
CIRCLE HEALTH HOLDINGS,supplier,1,0.0001890359168241966,0.0,54,498047759.53,False,False,False
CIRCLE NOTTINGHAM,supplier,1,0.0001890359168241966,0.0,20,1500144.75,False,False,False
CIRENCESTER HEALTH GROUP,supplier,1,0.0001890359168241966,0.0,2,60883.12,False,False,False
CISTERS,supplier,1,0.0001890359168241966,0.0,2,65200.0,False,False,False
CITY & HACKNEY GP CONFEDERATION,supplier,1,0.0001890359168241966,0.0,6,319064.93,False,False,False
CITY HEALTH CARE PARTNERSHIP CIC,supplier,1,0.0001890359168241966,0.0,117,36348653.83,False,False,False
CITY HOSPITALS SUNDERLAND FOUNDATION NHS TRUST,supplier,1,0.0001890359168241966,0.0,11,12597218.31,False,False,False
CITY OF LONDON CORPORATION,supplier,1,0.0001890359168241966,0.0,2,65000.0,False,False,False
CITY OF STOKE ON TRENT,supplier,1,0.0001890359168241966,0.0,7,7301056.0,False,False,False
CITY OF WESTMINSTER,supplier,1,0.0001890359168241966,0.0,7,519352.2,False,False,False
CITY SPRINT UK,supplier,1,0.0001890359168241966,0.0,2,146179.81,False,False,False
CITY UNIVERSITY,supplier,1,0.0001890359168241966,0.0,5,470325.0,False,False,False
CITY UNIVERSITY OF LONDON,supplier,1,0.0001890359168241966,0.0,30,3204750.23,False,False,False
CITY WALLS MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,10,450556.54000000004,False,False,False
CITY WELLBEING PRACTICE,supplier,1,0.0001890359168241966,0.0,3,107559.5,False,False,False
CIVICA UK,supplier,2,0.0003780718336483932,0.0,16,1138228.35,True,False,True
CLACTON DENTAL CARE,supplier,1,0.0001890359168241966,0.0,65,2393240.44,False,False,False
CLAIRE CAIRNS ASSOCIATES,supplier,1,0.0001890359168241966,0.0,50,2410382.98,False,False,False
CLAIRE HOUSE CHILDRENS HOSPICE,supplier,1,0.0001890359168241966,0.0,5,3293751.0,False,False,False
CLANRICARDE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,54655.66,False,False,False
CLAPHAM FAMILY PRACTICE,supplier,1,0.0001890359168241966,0.0,3,109658.45,False,False,False
CLAPHAM PARK GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,4,1374470.84,False,False,False
CLARE HOUSE SURGERY,supplier,1,0.0001890359168241966,0.0,24,1455650.16,False,False,False
CLAREMONT MARKETING COMMUNICATIONS,supplier,1,0.0001890359168241966,0.0,2,59823.6,False,False,False
CLAREMONT MEDICAL CENTRE SURBITON,supplier,1,0.0001890359168241966,0.0,2,74807.45,False,False,False
CLAREMONT MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,24,2567649.61,False,False,False
CLARENDON DENTAL SPA,supplier,1,0.0001890359168241966,0.0,78,4768139.46,False,False,False
CLARENDON LODGE,supplier,1,0.0001890359168241966,0.0,21,1278746.19,False,False,False
CLATTERBRIDGE CANCER CENTRE NHS FT,supplier,1,0.0001890359168241966,0.0,362,1092734276.19,False,True,True
CLAYHALL CLINIC,supplier,1,0.0001890359168241966,0.0,3,125495.67,False,False,False
CLAYPATH & UNIVERSITY MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,6,253867.72,False,False,False
CLAYS PRACTICE,supplier,1,0.0001890359168241966,0.0,36,2583074.53,False,False,False
CLEE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,61896.399999999994,False,False,False
CLEO SYSTEMS 24,supplier,1,0.0001890359168241966,0.0,3,1317500.0,False,False,False
CLEVEDON RIVERSIDE GROUP,supplier,1,0.0001890359168241966,0.0,2,62623.5,False,False,False
CLEVELAND SURGERY,supplier,1,0.0001890359168241966,0.0,2,53096.68,False,False,False
CLEVELEYS GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,13,937393.34,False,False,False
CLIFTON COURT PRACTICE,supplier,1,0.0001890359168241966,0.0,3,143953.16,False,False,False
CLIFTON MEDICAL PRACTICE ST ANNES,supplier,1,0.0001890359168241966,0.0,4,148180.34,False,False,False
CLIFTON ROAD SURGERY,supplier,1,0.0001890359168241966,0.0,21,2677747.39,False,False,False
CLINICAL SKILLS TRAINING,supplier,1,0.0001890359168241966,0.0,6,2421405.26,False,False,False
CLINIGEN HEALTHCARE,supplier,1,0.0001890359168241966,0.0,5,2323120.0,False,False,False
CLINTON ROAD SURGERY,supplier,1,0.0001890359168241966,0.0,13,462988.86,False,False,False
CLIVE SURGERY,supplier,1,0.0001890359168241966,0.0,2,94463.88,False,False,False
CLOCK TOWER PRACTICE,supplier,1,0.0001890359168241966,0.0,3,122974.56,False,False,False
CLOUD TECHNOLOGY SOLUTIONS,supplier,1,0.0001890359168241966,0.0,11,1919628.3699999999,False,False,False
CLOUD2,supplier,1,0.0001890359168241966,0.0,2,251328.0,False,False,False
CLOUDOKO,supplier,1,0.0001890359168241966,0.0,2,213456.66,False,False,False
CLOUDSCALER,supplier,1,0.0001890359168241966,0.0,2,753631.8,False,False,False
CLOVER GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,10,635095.3,False,False,False
CLOVULLIN ASSOCIATES,supplier,1,0.0001890359168241966,0.0,4,246600.0,False,False,False
CLYWD & SNOWDONIA DOMICILIARY SPECSAVERS,supplier,1,0.0001890359168241966,0.0,14,405918.74,False,False,False
CM MONITOR LTD TA BRITAINTHINKS,supplier,1,0.0001890359168241966,0.0,15,1353154.06,False,False,False
CMK MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,9,483923.78,False,False,False
COACHMANS MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,22,1335538.07,False,False,False
COASTAL MEDICAL PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,15,893832.86,False,False,False
COBALT HEALTH,supplier,1,0.0001890359168241966,0.0,91,24173639.25,False,False,False
COBALT UNIT APPEAL FUND,supplier,1,0.0001890359168241966,0.0,30,4679199.89,False,False,False
COBSEO THE CONFEDERATION OF SERVICE CHARITIES,supplier,1,0.0001890359168241966,0.0,4,149600.0,False,False,False
COCKCROFT J H & PARTNERS,supplier,1,0.0001890359168241966,0.0,30,2281578.89,False,False,False
COGNITIVE EDGE,supplier,1,0.0001890359168241966,0.0,3,135000.0,False,False,False
COGNIZANT WORLDWIDE,supplier,1,0.0001890359168241966,0.0,144,14589128.11,False,False,False
COHORT SOFTWARE,supplier,1,0.0001890359168241966,0.0,2,228288.0,False,False,False
COKER CLOSE HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,19,1316688.66,False,False,False
COLBURN M & PARTNERS,supplier,1,0.0001890359168241966,0.0,28,1543705.61,False,False,False
COLEMAN & PARTNERS,supplier,1,0.0001890359168241966,0.0,15,1347180.6400000001,False,False,False
COLERIDGE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,5,438638.5,False,False,False
COLLEGE HEALTH,supplier,1,0.0001890359168241966,0.0,163,13824324.68,False,False,False
COLLEGE OF OPTOMETRISTS THE,supplier,1,0.0001890359168241966,0.0,2,955198.0,False,False,False
COLLEGE OF PARAMEDICS,supplier,1,0.0001890359168241966,0.0,2,281702.67000000004,False,False,False
COLLEGE OF PODIATRY THE,supplier,1,0.0001890359168241966,0.0,2,211426.67,False,False,False
COLLEGE PRACTICE,supplier,1,0.0001890359168241966,0.0,14,705059.64,False,False,False
COLLEGE SURGERY PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,18,1082319.48,False,False,False
COLLEGE WAY SURGERY,supplier,1,0.0001890359168241966,0.0,8,428668.79,False,False,False
COLLINGTON SURGERY,supplier,1,0.0001890359168241966,0.0,2,65973.48,False,False,False
COLNE HOUSE,supplier,1,0.0001890359168241966,0.0,13,555746.26,False,False,False
COLNE MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,112858.32,False,False,False
COMBAT STRESS,supplier,1,0.0001890359168241966,0.0,57,4883333.34,False,False,False
COMBE COASTAL PRACTICE,supplier,1,0.0001890359168241966,0.0,9,697227.68,False,False,False
COMBE DOWN SURGERY,supplier,1,0.0001890359168241966,0.0,13,1279643.04,False,False,False
COMBS FORD SURGERY,supplier,1,0.0001890359168241966,0.0,12,789626.77,False,False,False
COMMIFY UK,supplier,1,0.0001890359168241966,0.0,14,628783.74,False,False,False
COMMISCEO PRIMARY CARE SOLUTIONS,supplier,1,0.0001890359168241966,0.0,2,62168.729999999996,False,False,False
COMMON COUNCIL OF THE CITY OF LONDON,supplier,1,0.0001890359168241966,0.0,4,235160.0,False,False,False
COMMUNICATION STEM,supplier,1,0.0001890359168241966,0.0,3,792302.8,False,False,False
COMMUNITY DENTAL SERVICES CIC,supplier,1,0.0001890359168241966,0.0,129,12224448.65,False,False,False
COMMUNITY PHARMACY HUMBER,supplier,1,0.0001890359168241966,0.0,5,175600.0,False,False,False
COMMUNITY PHARMACY WEST YORKSHIRE,supplier,1,0.0001890359168241966,0.0,4,328111.2,False,False,False
COMPASS,supplier,1,0.0001890359168241966,0.0,6,1185175.43,False,False,False
COMPASS CONTRACT SERVICES,supplier,1,0.0001890359168241966,0.0,2,2716039.75,False,False,False
COMPASS HOUSE MEDICAL CENTRES,supplier,1,0.0001890359168241966,0.0,10,514056.6,False,False,False
COMPLETE BUSINESS SOLUTIONS GROUP,supplier,1,0.0001890359168241966,0.0,10,910648.86,False,False,False
COMPLETE IWEAR,supplier,1,0.0001890359168241966,0.0,2,63624.96,False,False,False
COMPLIANCE SOLUTIONS LIFE SCIENCES,supplier,1,0.0001890359168241966,0.0,2,98400.0,False,False,False
COMPUTER APPLICATION SERVICES,supplier,1,0.0001890359168241966,0.0,2,90784.8,False,False,False
CONCERTO SUPPORT SERVICES,supplier,1,0.0001890359168241966,0.0,2,84000.0,False,False,False
CONCORD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,123706.01999999999,False,False,False
CONDECO,supplier,1,0.0001890359168241966,0.0,3,642621.21,False,False,False
CONERSTONE FAMILY PRACTICE,supplier,1,0.0001890359168241966,0.0,4,105312.68,False,False,False
CONFEDERATION HILLINGDON CIC THE,supplier,1,0.0001890359168241966,0.0,24,3432625.4299999997,False,False,False
CONFEDERATION OF GREATER MANCHESTER LOCS,supplier,1,0.0001890359168241966,0.0,2,155000.0,False,False,False
CONISBROUGH GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,12,688438.96,False,False,False
CONISTON MEDICAL PRACTICE BRISTOL,supplier,1,0.0001890359168241966,0.0,2,168040.0,False,False,False
CONNECT HEALTHCARE ROTHERHAM CIC,supplier,1,0.0001890359168241966,0.0,3,295341.0,False,False,False
CONSETT MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,98093.44,False,False,False
CONSTABLE COUNTRY MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,5,231564.49,False,False,False
CONTACT A FAMILY,supplier,1,0.0001890359168241966,0.0,6,288401.66000000003,False,False,False
CONVERGENCE GROUP NETWORKS,supplier,1,0.0001890359168241966,0.0,7,343391.33,False,False,False
COOKE POLL HEWITT BRETT KING CHANEY & PARTNERS,supplier,1,0.0001890359168241966,0.0,2,65520.78,False,False,False
COOKSON N M P & PARTNERS,supplier,1,0.0001890359168241966,0.0,15,775313.3099999999,False,False,False
COOL ICE BOX CO,supplier,1,0.0001890359168241966,0.0,11,1007667.39,False,False,False
COOLMED,supplier,1,0.0001890359168241966,0.0,8,1016524.98,False,False,False
COOPER N I & PARTNERS,supplier,1,0.0001890359168241966,0.0,70,6537807.35,False,False,False
COPIA PRODUCTIONS & COMMUNICATIONS,supplier,1,0.0001890359168241966,0.0,2,61180.509999999995,False,False,False
COPPICE SURGERY,supplier,1,0.0001890359168241966,0.0,20,1560700.8,False,False,False
COPPOCK & PARTNERS,supplier,1,0.0001890359168241966,0.0,31,1343395.59,False,False,False
COQUET MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,3,101435.95999999999,False,False,False
CORAM WORKFORCE MODELLING,supplier,1,0.0001890359168241966,0.0,5,194370.0,False,False,False
CORBETT MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,78699.38,False,False,False
CORBIN AVENUE SURGERY,supplier,1,0.0001890359168241966,0.0,15,1737927.28,False,False,False
CORDIS BRIGHT,supplier,1,0.0001890359168241966,0.0,2,128026.2,False,False,False
CORE CARE LINKS,supplier,1,0.0001890359168241966,0.0,3,165329.24,False,False,False
CORESTREAM,supplier,1,0.0001890359168241966,0.0,14,959322.8,False,False,False
CORMACK J F,supplier,1,0.0001890359168241966,0.0,40,1711547.16,False,False,False
CORNER PLACE SURGERY,supplier,1,0.0001890359168241966,0.0,9,589848.9,False,False,False
CORNERWAYS MEDICAL,supplier,1,0.0001890359168241966,0.0,4,169492.36,False,False,False
CORNERWAYS MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,156307.68,False,False,False
CORNWALL & ISLES OF SCILLY LMC,supplier,1,0.0001890359168241966,0.0,2,64000.03,False,False,False
CORNWALL COUNCIL,supplier,1,0.0001890359168241966,0.0,6,792211.99,False,False,False
CORNWALL COUNTY COUNCIL,supplier,1,0.0001890359168241966,0.0,15,1774051.67,False,False,False
CORNWALL HOSPICE CARE,supplier,1,0.0001890359168241966,0.0,3,221546.04,False,False,False
CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,153,56862939.59,False,False,False
CORPORATE DOCUMENT SERVICES,supplier,1,0.0001890359168241966,0.0,6,1467373.3,False,False,False
CORRIDOR PROJECTS,supplier,1,0.0001890359168241966,0.0,2,85000.0,False,False,False
COTTONS MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,21,1622450.53,False,False,False
COUNTERWEIGHT,supplier,1,0.0001890359168241966,0.0,3,99015.0,False,False,False
COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,448,134876830.35999998,False,True,True
COUNTRY PARK PRACTICE,supplier,1,0.0001890359168241966,0.0,7,313463.76,False,False,False
COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST,supplier,2,0.0003780718336483932,0.0,659,308683539.2,True,True,True
COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,30,16266853.11,False,False,False
COUNTY SURGERY,supplier,1,0.0001890359168241966,0.0,15,420660.51,False,False,False
COURTSIDE SURGERY,supplier,1,0.0001890359168241966,0.0,4,122550.92,False,False,False
COURTYARD SURGERY,supplier,1,0.0001890359168241966,0.0,20,1825450.5,False,False,False
COVEBERRY,supplier,1,0.0001890359168241966,0.0,73,29138121.6,False,False,False
COVENT GARDEN MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,77833.23000000001,False,False,False
COVENTRY AND WARWICKSHIRE INTEGRATED PRIMARY CARE,supplier,1,0.0001890359168241966,0.0,14,1337315.85,False,False,False
COVENTRY CITY COUNCIL,supplier,1,0.0001890359168241966,0.0,6,290000.0,False,False,False
COVENTRY UNIVERSITY,supplier,1,0.0001890359168241966,0.0,35,1896001.98,False,False,False
COWPLAIN FAMILY PRACTICE,supplier,1,0.0001890359168241966,0.0,3,124271.16,False,False,False
CPGM HEALTHCARE LTD CHL,supplier,1,0.0001890359168241966,0.0,6,1579114.28,False,False,False
CPI,supplier,1,0.0001890359168241966,0.0,8,266692.0,False,False,False
CRANBORNE SURGERY,supplier,1,0.0001890359168241966,0.0,2,52020.26,False,False,False
CRANLEIGH GARDENS MC CRANLEIGH GARDENS BRIDGWATE,supplier,1,0.0001890359168241966,0.0,7,1169971.04,False,False,False
CRANLEIGH MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,4,135598.74,False,False,False
CRAVEN MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,5,256904.40999999997,False,False,False
CRAWLEY DOWN HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,3,126247.05,False,False,False
CREDERA,supplier,1,0.0001890359168241966,0.0,26,5020314.57,False,False,False
CREFFIELD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,15,730953.09,False,False,False
CRESCENT SURGERY NORTHAMPTON,supplier,1,0.0001890359168241966,0.0,15,494259.06,False,False,False
CRESSEX HOUSE PRACTICE,supplier,1,0.0001890359168241966,0.0,15,763723.31,False,False,False
CREST FAMILY PRACTICE,supplier,1,0.0001890359168241966,0.0,20,1095104.8,False,False,False
CREWKERNE HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,2,108161.62,False,False,False
CREWKERNE HEALTH CENTRE MIDDLE PATH CREWKERNE,supplier,1,0.0001890359168241966,0.0,13,1031064.64,False,False,False
CRG,supplier,1,0.0001890359168241966,0.0,71,17900344.85,False,False,False
CRG HOMECARE,supplier,1,0.0001890359168241966,0.0,2,123147.4,False,False,False
CRIBBS CAUSEWAY SPECSAVERS,supplier,1,0.0001890359168241966,0.0,9,281820.58999999997,False,False,False
CRICK SURGERY,supplier,1,0.0001890359168241966,0.0,16,660573.27,False,False,False
CRICKETFIELD SURGERY NEWTON ABBOT,supplier,1,0.0001890359168241966,0.0,5,595797.06,False,False,False
CRISTIANOS LASER CLINIC,supplier,1,0.0001890359168241966,0.0,3,91866.22,False,False,False
CROFT HALL MEDICAL PRACTICE TORQUAY,supplier,1,0.0001890359168241966,0.0,3,172305.81,False,False,False
CROFT MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,12,665708.93,False,False,False
CROOKES PRACTICE,supplier,1,0.0001890359168241966,0.0,5,372499.24,False,False,False
CROSS KEYS SURGERY,supplier,1,0.0001890359168241966,0.0,3,96686.66,False,False,False
CROSS ROAD SURGERY,supplier,1,0.0001890359168241966,0.0,17,2056683.15,False,False,False
CROWN HEIGHTS MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,85357.41,False,False,False
CROWN HOSTING DATA CENTRES,supplier,2,0.0003780718336483932,0.00022823447630566636,24,655601.92,True,False,True
CROWN MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,11,974218.19,False,False,False
CROWN POINT LEEDS SPECSAVERS,supplier,1,0.0001890359168241966,0.0,4,109772.72,False,False,False
CROWNHILL SURGERY PLYMOUTH RIVERSIDE LCG,supplier,1,0.0001890359168241966,0.0,3,75884.45999999999,False,False,False
CROYDON HEALTH SERVICES NHS TRUST,supplier,1,0.0001890359168241966,0.0,565,268394133.9,False,True,True
CU SERVICES,supplier,1,0.0001890359168241966,0.0,27,1614970.59,False,False,False
CUBE CREATIVE,supplier,1,0.0001890359168241966,0.0,4,199220.0,False,False,False
CULM VALLEY INTEGRATED CENTRE FOR HEALTH,supplier,1,0.0001890359168241966,0.0,3,320946.69,False,False,False
CULTURAL INTELLIGENCE,supplier,1,0.0001890359168241966,0.0,3,101250.0,False,False,False
CULVERHAY SURGERY,supplier,1,0.0001890359168241966,0.0,3,104322.2,False,False,False
CUMBRIA NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,supplier,2,0.0003780718336483932,0.0,635,689953510.53,True,True,True
CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,136,19327662.21,False,False,False
CURRIE & BROWN UK,supplier,1,0.0001890359168241966,0.0,7,217664.61,False,False,False
CXPARTNERS,supplier,1,0.0001890359168241966,0.0,2,79470.0,False,False,False
CYBERDUCK,supplier,1,0.0001890359168241966,0.0,2,155620.8,False,False,False
CYCLE SOLUTIONS CYCLE TO WORK,supplier,1,0.0001890359168241966,0.0,4,137716.04,False,False,False
CYGNET BEHAVIOURAL HEALTH,supplier,1,0.0001890359168241966,0.0,23,863427.65,False,False,False
CYGNET HEALTH CARE,supplier,1,0.0001890359168241966,0.0,4,184438.84,False,False,False
CYGNET HEALTHCARE,supplier,1,0.0001890359168241966,0.0,245,379049848.40999997,False,True,True
CYGNET NW,supplier,1,0.0001890359168241966,0.0,5,139982.7,False,False,False
CYRES,supplier,1,0.0001890359168241966,0.0,3,84000.0,False,False,False
CYRUS C S & PARTNERS,supplier,1,0.0001890359168241966,0.0,2,66416.12,False,False,False
DA LANGUAGES,supplier,1,0.0001890359168241966,0.0,5,396674.19,False,False,False
DADGE DALBY MCCOLE & PARTNERS,supplier,1,0.0001890359168241966,0.0,12,656196.66,False,False,False
DANEBRIDGE MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,6,284095.16000000003,False,False,False
DANEBRIDGE MEDICAL PRACTICE N81087,supplier,1,0.0001890359168241966,0.0,3,211801.26,False,False,False
