record_id,source,entity,supplier,date,amount,category,period,is_new_supplier,anomaly_score,top_shap_feature,top_shap_value
118722,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-04-30,18793133.87,Services from other NHS bodies,post_covid,0,0.105181072947657,supplier_txn_seq,3.8132608272192545
139864,NHS_England,NHS England,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2024-12-31,18010505.91,Services from other NHS bodies,post_covid,0,0.105127577243606,supplier_txn_seq,3.397310547907948
138990,NHS_England,NHS England,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2023-01-31,28568710.66,Services from other NHS bodies,post_covid,0,0.10503088770143343,supplier_txn_seq,2.189215156394162
55561,NHS_England,NHS England,BARTS HEALTH NHS TRUST,2024-09-30,26085661.5,Services from other NHS bodies,post_covid,0,0.10437633667108559,supplier_txn_seq,2.9187699453950815
155290,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-09-30,14920136.0,Services from other NHS bodies,post_covid,0,0.1035023474210115,supplier_txn_seq,3.5458302196949605
155068,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-04-30,21971238.64,Education and training,post_covid,0,0.10347551618561657,supplier_txn_seq,3.7987827078475247
155437,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-12-31,14920136.0,Services from other NHS bodies,post_covid,0,0.10332827677045076,supplier_txn_seq,3.491210837507526
145727,NHS_England,NHS England,LEEDS TEACHING HOSPITALS NHS TRUST,2024-12-31,27531833.33,Services from other NHS bodies,post_covid,0,0.10315095863723811,supplier_txn_seq,2.8428566237462474
118794,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-06-30,23957926.67,Services from other NHS bodies,post_covid,0,0.10295651142222018,supplier_txn_seq,3.6817072367255483
139722,NHS_England,NHS England,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2024-09-30,12171737.08,Services from other NHS bodies,post_covid,0,0.10264092887731335,supplier_txn_seq,3.1369171070561137
139748,NHS_England,NHS England,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2024-09-30,18010505.91,Services from other NHS bodies,post_covid,0,0.10227383681211488,supplier_txn_seq,3.3234522544693457
154699,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2023-10-31,46572776.0,Services from other NHS bodies,post_covid,0,0.10225947905162125,supplier_txn_seq,3.0374154252315986
132015,NHS_England,NHS England,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2024-12-31,21928209.83,Services from other NHS bodies,post_covid,0,0.10219736297885929,supplier_txn_seq,3.0069966735945277
154906,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-02-29,46585303.0,Services from other NHS bodies,post_covid,0,0.10132836004811463,supplier_txn_seq,3.6991471180852793
118326,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2023-10-31,28058883.4,Education and training,post_covid,0,0.10126522340280397,supplier_txn_seq,3.4034346415879293
119167,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-12-31,2591870.0,GPMS/APMS and PCTMS,post_covid,0,0.10103795384375813,supplier_txn_seq,3.5866739337225795
118753,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-04-30,20003025.3,Education and training,post_covid,0,0.10067491997034195,supplier_txn_seq,3.835034935570775
