supplier,total_transactions,total_spend,mean_transaction_amount,ml_anomaly_rate,mean_ml_anomaly_score,rule_flag_rate,is_network_hub,composite_risk_score,risk_tier,community_id,community_size
ACCESS HEALTH CARE LTD,6,235630.13,39271.68833333333,0.0,-0.1559105787523817,0.5,False,51.72164351851852,Low,,
NEWTOWN & CAISTER MEDICAL PRACTICE,7,275208.47,39315.49571428571,0.0,-0.0616969566706933,0.0,False,51.72164351851851,Low,,
BROOK LANE SURGERY,20,1334014.76,66700.738,0.0,-0.1105249297475314,0.05,False,51.70717592592592,Low,,
DR J OUDENAARDEN & PARTNERS,6,197563.65,32927.275,0.0,-0.0618759881611216,0.0,False,51.70235339506172,Low,,
FAKENHAM MEDICAL PRACTICE,23,1764559.02,76719.95739130434,0.0,-0.1093737171121655,0.0434782608695652,False,51.69753086419753,Low,,
RICHARD HOUSE TRUST,6,2359218.0,393203.0,0.0,-0.0618831767197034,0.0,False,51.69270833333333,Low,7.0,67.0
NHS SURREY HEARTLANDS ICB,51,16031094.58,314335.18784313725,0.0,-0.1497223632852744,0.3333333333333333,False,51.68788580246913,Low,3.0,221.0
SWINDON BOROUGH COUNCIL,6,415920.5,69320.08333333333,0.0,-0.0622931281517739,0.0,True,51.66377314814815,Low,3.0,221.0
VILLAGE GREEN SURGERY,15,905992.46,60399.49733333333,0.0,-0.113346421341471,0.0666666666666666,False,51.66377314814814,Low,,
ADUR HEALTH PARTNERSHIP,8,427847.28,53480.91,0.0,-0.0624079404493662,0.0,False,51.65412808641975,Low,,
REEDYFORD HEALTH CARE GROUP,7,472960.66,67565.80857142857,0.0,-0.0625012139220125,0.0,False,51.64448302469136,Low,,
MERIDIAN SURGERY,6,190231.41,31705.235,0.0,-0.0627664795246722,0.0,False,51.63483796296296,Low,,
NHS WEST LANCASHIRE CCG,17,2110846.85,124167.46176470588,0.0,-0.1232984132607149,0.1176470588235294,False,51.63483796296296,Low,2.0,317.0
JAMES HOPKINS TRUST,6,541252.0,90208.66666666669,0.0,-0.062824266402539,0.0,False,51.62519290123456,Low,7.0,67.0
CLOUD TECHNOLOGY SOLUTIONS LTD,11,1919628.37,174511.66999999998,0.0,-0.062933364915794,0.0,False,51.61554783950616,Low,,
MARKET STREET HEALTH GROUP,6,220969.34,36828.223333333335,0.0,-0.0630961975766129,0.0,False,51.60590277777777,Low,,
BRENNAN & PARTNERS,44,2796906.03,63566.04613636364,0.0227272727272727,-0.1533927546811659,0.0454545454545454,False,51.60108024691358,Low,,
DR SANDBACH & PARTNERS,6,199266.58,33211.096666666665,0.0,-0.0632172386435501,0.0,False,51.59625771604938,Low,,
NHS RICHMOND CCG,7,1737454.09,248207.72714285715,0.0,-0.1273383793448518,0.1428571428571428,False,51.59143518518518,Low,,
MSL HEALTHCARE LIMITED,9,206578.62,22953.18,0.1111111111111111,-0.1348810223020302,0.0,False,51.591435185185176,Low,,
CHERRY MEDICAL PRACTICE,8,424455.6,53056.95,0.0,-0.0632684901938441,0.0,False,51.58661265432099,Low,,
OTTAWAY STRATEGIC MANAGEMENT LTD,10,294765.0,29476.5,0.0,-0.0633017175243545,0.0,False,51.5673225308642,Low,,
HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,217,189035011.94,871129.0872811059,0.0,-0.140534133145545,0.2488479262672811,True,51.5625,Low,,
UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,166,435591497.45,2624045.165361446,0.0,-0.1470585768696523,0.3012048192771084,False,51.56249999999999,Low,5.0,91.0
NHS COASTAL WEST SUSSEX CCG,15,8438706.56,562580.4373333334,0.0,-0.1350997863205135,0.2,False,51.55285493827161,Low,2.0,317.0
SKY BLUE MEDICAL GROUP (M86003),7,233511.81,33358.83,0.0,-0.063328984841502,0.0,False,51.548032407407405,Low,,
JOHNS HOPKINS HEALTHCARE SOLUTIONS,18,914785.24,50821.40222222222,0.0,-0.0642227254963365,0.0,True,51.50945216049382,Low,1.0,552.0
DR A J HUSSELBEE & PARTNERS,8,353636.18,44204.5225,0.0,-0.0645160849141728,0.0,False,51.49980709876543,Low,,
ONE-OFF SUPPLIER,8,342080.92,42760.115,0.0,-0.0650191758826088,0.0,False,51.48051697530863,Low,,
LAMBGATES SURGERY,12,842793.22,70232.76833333333,0.0,-0.1171779353259063,0.0833333333333333,False,51.46604938271604,Low,,
NHS BERKSHIRE WEST CCG,38,10061999.12,264789.4505263158,0.0,-0.1526362999668516,0.3684210526315789,False,51.44675925925925,Low,2.0,317.0
SICKLE CELL SOCIETY,10,349819.5,34981.95,0.0,-0.0652906142256606,0.0,False,51.441936728395056,Low,,
GREENS NORTON & WEEDON MEDICAL PRACTICE,47,3121725.61,66419.69382978723,0.0212765957446808,-0.1508082199332086,0.0212765957446808,False,51.43711419753086,Low,,
LION HEALTH CENTRE,23,1416010.18,61565.66,0.0,-0.1100240814343752,0.0434782608695652,False,51.42746913580247,Low,,
KENSINGTON PARTNERSHIP,11,572179.37,52016.306363636366,0.0,-0.1185482149499978,0.0909090909090909,False,51.42746913580247,Low,,
DR DT SAY AND PARTNERS,6,187650.32,31275.053333333333,0.0,-0.0653662318790021,0.0,False,51.422646604938265,Low,,
MAYFIELD MEDICAL CENTRE FARNBOROUGH,34,3709057.17,109089.91676470588,0.0,-0.1284164973223478,0.1470588235294117,False,51.41782407407408,Low,,
WEST PARK SURGERY -1,6,313728.76,52288.12666666667,0.0,-0.0657710158079998,0.0,False,51.41300154320987,Low,,
NHS NORTH EAST LONDON ICB,75,25243444.42,336579.25893333333,0.0,-0.1447110246187619,0.28,True,51.38406635802468,Low,3.0,221.0
HFMA LTD,17,3418343.1500000004,201079.00882352944,0.0,-0.1401231704249308,0.2352941176470588,False,51.37442129629629,Low,,
NHS LEICESTER CITY CCG,27,5759031.6,213297.46666666665,0.0,-0.1336847996147727,0.1851851851851851,False,51.3695987654321,Low,2.0,317.0
WHITE HORSE MEDICAL CENTRE,20,965955.27,48297.7635,0.0,-0.1112813345103967,0.05,False,51.36959876543209,Low,,
MYWAY DIGITAL HEALTH LTD,29,1361147.9,46936.13448275861,0.0,-0.1215411696203387,0.1034482758620689,False,51.3503086419753,Low,,
DRS BRENNAN & AHMED,7,549613.44,78516.20571428571,0.0,-0.1279101091094418,0.1428571428571428,False,51.33101851851852,Low,,
TURNING POINT (SERVICES) LTD,11,535269.92,48660.90181818183,0.0,-0.1188634073475406,0.0909090909090909,False,51.33101851851851,Low,,
DR K THOMSON & PARTNERS,6,291651.15,48608.525,0.0,-0.0674221189710353,0.0,False,51.31655092592592,Low,,
RON GALE & SONS LTD,7,282824.82,40403.54571428571,0.0,-0.1279623212675982,0.1428571428571428,False,51.30208333333333,Low,,
VEL SURGERY (G82687),7,309056.16,44150.88,0.0,-0.0675716794710828,0.0,False,51.29726080246913,Low,,
NHS DONCASTER CCG,17,5514170.23,324362.95470588235,0.0,-0.1241451273874116,0.1176470588235294,False,51.297260802469125,Low,2.0,317.0
HARRIS & PARTNERS,8,424604.33,53075.54125,0.125,-0.1365345245316642,0.0,False,51.28761574074074,Low,3.0,221.0
NHS BUCKINGHAMSHIRE CCG,69,18243046.21,264391.97405797103,0.0,-0.157640834601777,0.4927536231884058,False,51.26350308641975,Low,2.0,317.0
DUFFY & PARTNERS,5,169269.82,33853.964,0.0,-0.0681621192562421,0.0,False,51.25868055555555,Low,,
UCL PARTNERS,110,32417652.74,294705.934,0.0,-0.1496518149396498,0.3181818181818182,False,51.24903549382716,Low,,
ST PAULS WAY MEDICAL CENTRE,6,201446.85,33574.475,0.0,-0.0682369766941025,0.0,False,51.23939043209876,Low,,
KINGSTON UNIVERSITY LONDON,19,961648.06,50613.055789473685,0.0,-0.1223650171604178,0.1052631578947368,False,51.22974537037037,Low,0.0,590.0
PAXTON MEDICAL GROUP,35,2994820.58,85566.3022857143,0.0285714285714285,-0.1529469821396766,0.0285714285714285,False,51.20081018518518,Low,,
DR C JENNER & PARTNERS,8,287655.86,35956.9825,0.0,-0.0683217105069968,0.0,False,51.200810185185176,Low,,
PARKSIDE FAMILY SURGERY,14,1022157.48,73011.24857142857,0.0,-0.115843062709546,0.0714285714285714,False,51.1766975308642,Low,,
RESPIREX INTERNATIONAL LTD,9,6747661.32,749740.1466666667,0.0,-0.0684457920021952,0.0,False,51.171875,Low,,
NHS SURREY HEARTLANDS CCG,52,17942202.36,345042.35307692306,0.0,-0.1488532241794713,0.3076923076923077,True,51.16705246913581,Low,2.0,317.0
KENT SURREY SUSSEX AHSN LTD,97,29767887.7,306885.4402061856,0.0,-0.1415240992925517,0.2474226804123711,False,51.1670524691358,Low,,
OHARE & CHAPELHOW,6,565408.3,94234.71666666667,0.0,-0.0689211293078522,0.0,False,51.13329475308642,Low,,
SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,200,103354473.74,516772.3687,0.0,-0.1415138573106587,0.245,False,51.12847222222221,Low,1.0,552.0
INITIAL WASHROOM HYGIENE,7,336405.74,48057.962857142855,0.0,-0.0690543290340554,0.0,False,51.12364969135802,Low,1.0,552.0
NEW RIVER HEALTH,15,874020.74,58268.049333333336,0.0,-0.1149620934948182,0.0666666666666666,False,51.11400462962962,Low,,
DR PA HARRIS & PARTNERS,16,1181393.75,73837.109375,0.0,-0.1140333744909003,0.0625,False,51.09471450617284,Low,,
NHS WARWICKSHIRE NORTH CCG,21,5190293.73,247156.8442857143,0.0,-0.1466410176597329,0.2857142857142857,False,51.08989197530864,Low,2.0,317.0
THOMSON REUTERS (PROFESSIONAL) UK LTD,6,242646.0,40441.0,0.0,-0.0693996896572032,0.0,False,51.08506944444444,Low,,
PENNINE CARE NHS FOUNDATION TRUST,231,178158287.16,771247.9963636363,0.0,-0.1341763431527938,0.1818181818181818,True,51.08024691358025,Low,5.0,91.0
NHS SOUTHAMPTON CCG,10,2033457.64,203345.764,0.0,-0.1214296719641315,0.1,False,51.08024691358024,Low,2.0,317.0
DR S M KING & PARTNERS,26,2140515.33,82327.51269230769,0.0384615384615384,-0.1295196929092427,0.0,False,51.03684413580247,Low,2.0,317.0
CARE AFTER COMBAT,6,321608.76,53601.46,0.0,-0.0699456408218487,0.0,False,51.03684413580247,Low,,
HURLEY GROUP,93,41630433.71,447639.0721505376,0.0,-0.1268395885184096,0.1290322580645161,False,51.032021604938265,Low,0.0,590.0
ASPIRE TECHNOLOGY SOLUTIONS,6,186771.69,31128.615,0.0,-0.0700204824583747,0.0,False,51.02719907407407,Low,1.0,552.0
WESTCLIFFE HEALTH INNOVATIONS,20,1420574.81,71028.7405,0.0,-0.11194233204962,0.05,False,51.02237654320987,Low,0.0,590.0
NHS MILTON KEYNES CCG,28,5230933.86,186819.06642857144,0.0,-0.1507794105170992,0.3214285714285714,False,51.01755401234568,Low,2.0,317.0
SWANAGE HEALTH CENTRE,16,1467941.26,91746.32875,0.0,-0.1143134438219768,0.0625,False,51.01755401234568,Low,,
GILLIES MEDICAL PARTNERSHIP,11,555336.26,50485.11454545455,0.0,-0.0700271730769694,0.0,False,51.01755401234568,Low,,
WORDEN TW,7,1275189.04,182169.86285714287,0.0,-0.070123267149331,0.0,False,50.998263888888886,Low,3.0,221.0
DR BHAGEERUTTY & PARTNERS,23,2108581.42,91677.45304347826,0.0,-0.1334032669753735,0.1739130434782608,False,50.9789737654321,Low,,
TOWER HOUSE SURGERY RYDE,6,190504.32,31750.72,0.0,-0.0704512697132375,0.0,False,50.978973765432094,Low,,
SELF HELP SERVICES,5,164918.0,32983.6,0.0,-0.0705406463211118,0.0,False,50.95003858024691,Low,,
UNIVERSITY OF BRISTOL,55,26848335.95,488151.5627272727,0.0,-0.1414005413780462,0.2363636363636363,False,50.94521604938271,Low,5.0,91.0
NHS SOUTH EAST STAFFS AND SEISDON PENINSULAR CCG,23,4217409.99,183365.65173913044,0.0,-0.1335542936158749,0.1739130434782608,False,50.94039351851852,Low,1.0,552.0
WESTBURY-ON-TRYM SURGERY,11,359162.71,32651.155454545456,0.0,-0.0709629179691843,0.0,False,50.90181327160494,Low,,
DEXTER & PARTNERS,10,759734.25,75973.425,0.0,-0.1220927576826959,0.1,False,50.88734567901234,Low,,
HERTFORDSHIRE CONSTABULARY,25,3710727.4,148429.096,0.0,-0.1310783898794817,0.16,False,50.88734567901234,Low,,
MID ESSEX HOSPITALS SERVICES NHS TRUST,60,78134623.37,1302243.7228333333,0.0,-0.1562638979394142,0.4,False,50.88252314814815,Low,,
HENFIELD MEDICAL CENTRE,12,724826.26,60402.18833333333,0.0,-0.071302269120869,0.0,False,50.85358796296296,Low,,
FREUDS COMMUNICATIONS LTD TA FREUDS,49,6227908.79,127100.17938775512,0.0204081632653061,-0.1648804521676629,0.0816326530612244,False,50.85358796296296,Low,1.0,552.0
CAMBRIDGESHIRE COUNTY COUNCIL,6,793700.0,132283.33333333334,0.0,-0.0713688218170643,0.0,False,50.84394290123456,Low,,
DR RG HIGGINS & PARTNERS,14,837014.3200000001,59786.73714285715,0.0,-0.1290976770936879,0.1428571428571428,False,50.829475308641975,Low,,
NLA MEDIA ACCESS LTD,10,627879.23,62787.923,0.0,-0.0715636691503644,0.0,False,50.82465277777777,Low,,
CONSTABLE COUNTRY MEDICAL PRACTICE,5,231564.49,46312.898,0.0,-0.0718679012095959,0.0,False,50.81500771604938,Low,,
BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,515,145013036.24,281578.7111456311,0.0,-0.1337836204306746,0.1728155339805825,True,50.81018518518518,Low,3.0,221.0
KINGS FUND,25,1434002.86,57360.11439999999,0.0,-0.1374130003123948,0.2,False,50.80054012345679,Low,0.0,590.0
SKIDMORE PRYCE & GALPIN,7,279843.15,39977.59285714286,0.0,-0.0723079700442853,0.0,False,50.7860725308642,Low,,
HEWLETT PACKARD ENTERPRISE,10,1291298.66,129129.866,0.0,-0.1375108499592255,0.2,False,50.78125,Low,,
LOGEX BV,5,227914.0029795,45582.8005959,0.0,-0.0723637911881194,0.0,False,50.7764274691358,Low,0.0,590.0
BRIDGE HOUSE MEDICAL CENTRE,26,2223915.98,85535.23,0.0,-0.1254420027193749,0.1153846153846153,False,50.76195987654321,Low,,
NCGPA BMC,8,1884665.0,235583.125,0.0,-0.0724166912269884,0.0,False,50.75713734567901,Low,,
MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,428,183914852.89,429707.6002102804,0.0,-0.1336770900186037,0.1682242990654205,True,50.75231481481481,Low,,
SWL TRAINING HUB CIC,19,2464192.92,129694.36421052631,0.0,-0.1449120140010837,0.2631578947368421,False,50.74749228395061,Low,,
DRS VENKATRAMAN & SINGH,6,211830.86,35305.14333333333,0.0,-0.0725903248606308,0.0,False,50.73784722222221,Low,8.0,61.0
DURHAM POLICE CRIME & COMMISSIONER,12,1064722.0,88726.83333333333,0.0,-0.1327150287403819,0.1666666666666666,False,50.733024691358025,Low,,
INTEGRAL BUSINESS SUPPORT LTD,13,2039050.93,156850.07153846155,0.0,-0.1180858871127286,0.0769230769230769,False,50.723379629629626,Low,,
HIGHTOWN SURGERY,10,558223.98,55822.398,0.0,-0.0726963434447386,0.0,False,50.71855709876543,Low,,
PARKLANDS SURGERY RUSHDEN,20,1523139.77,76156.9885,0.05,-0.1320545076279576,0.0,False,50.71373456790123,Low,,
DR HUGHES & PARTNERS HASTINGS,11,1745952.26,158722.93272727274,0.0,-0.1205557783192892,0.0909090909090909,False,50.70408950617284,Low,,
PRICEWATERHOUSECOOPERS LLP,93,25887135.54,278356.2961290323,0.0,-0.1429497767378015,0.2473118279569892,False,50.70408950617284,Low,,
MAYFIELD MEDICAL CENTRE PAIGNTON,7,505790.77,72255.82428571429,0.0,-0.0732472256167112,0.0,False,50.67997685185185,Low,,
BAY MEDICAL GROUP,35,3514574.79,100416.42257142856,0.0,-0.129348304934866,0.1428571428571428,False,50.67515432098766,Low,,
DR MARSHALL D I & PARTNERS,25,4197810.24,167912.4096,0.0,-0.1189954196913493,0.08,False,50.660686728395056,Low,,
STEAD C & PARTNERS,45,4772843.64,106063.192,0.0,-0.148596418698963,0.2888888888888888,False,50.64139660493827,Low,,
NHS CONFEDERATION,135,26843038.47,198837.322,0.0,-0.1535205750979262,0.3407407407407407,False,50.63657407407407,Low,0.0,590.0
WORDEN MEDICAL CENTRE,8,534974.92,66871.865,0.0,-0.127292882762061,0.125,False,50.63175154320987,Low,,
OPTICARE EYE CARE SPECIALIST LTD,7,247926.0,35418.0,0.0,-0.0737540098403377,0.0,False,50.63175154320987,Low,,
CORAM WORKFORCE MODELLING LTD,5,194370.0,38874.0,0.0,-0.0738383508746433,0.0,False,50.62210648148148,Low,,
DR G PICKAVANCE & PARTNERS,8,620393.49,77549.18625,0.0,-0.1273247077560564,0.125,False,50.62210648148148,Low,,
WESSEX ACADEMIC HEALTH SCIENCE NETWORK LTD,77,22386438.49,290732.9674025974,0.0,-0.1433591531548534,0.2467532467532467,False,50.607638888888886,Low,,
LEICESTERSHIRE PARTNERSHIP NHS TRUST,364,124678352.13,342522.9454120879,0.0,-0.1426084046403626,0.239010989010989,True,50.597993827160494,Low,1.0,552.0
DR HABER & PARTNERS,5,322492.76,64498.552,0.0,-0.0739352552197939,0.0,False,50.59317129629629,Low,3.0,221.0
IPSOS (MARKET RESEARCH) LTD,58,16216620.79,279596.9101724138,0.0,-0.1429284986621507,0.2413793103448276,False,50.5883487654321,Low,,
NOAK BRIDGE MEDICAL CENTRE,27,1230684.33,45580.90111111111,0.0,-0.1303710838672355,0.1481481481481481,False,50.57388117283951,Low,,
MARDEN MEDICAL CENTRE,9,466867.94,51874.21555555556,0.0,-0.0741025148770432,0.0,False,50.5738811728395,Low,,
LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE,10,500065.66,50006.566,0.0,-0.0744886439733144,0.0,False,50.56423611111111,Low,,
NEW HAYESBANK SURGERY,26,2049936.6,78843.71538461538,0.0,-0.1263168113304447,0.1153846153846153,False,50.54012345679013,Low,,
DR I A BALLIN & PARTNERS,5,281590.9,56318.18000000001,0.0,-0.0749274101769177,0.0,False,50.53530092592592,Low,,
RENNIE GROVE HOSPICE CARE,5,524113.0,104822.6,0.0,-0.0750527404630522,0.0,False,50.52565586419753,Low,7.0,67.0
NHS MERTON CCG,8,1444692.92,180586.615,0.0,-0.127592226238293,0.125,False,50.51601080246913,Low,,
PULSANT LTD,10,1624646.01,162464.601,0.0,-0.0750704467899969,0.0,False,50.51601080246913,Low,,
QUEEN STREET MEDICAL PRACTICE,19,1739644.16,91560.2189473684,0.0,-0.1321760132064283,0.1578947368421052,False,50.501543209876544,Low,,
WF FEDERATED GP NETWORK LTD,24,2903959.18,120998.29916666663,0.0,-0.1441940599322561,0.25,False,50.50154320987654,Low,,
ROYAL PHARMACEUTICAL SOCIETY,11,1426701.74,129700.1581818182,0.0,-0.135939979552384,0.1818181818181818,False,50.48225308641975,Low,,
NHS CANNOCK CHASE CCG,14,2415756.88,172554.06285714285,0.0,-0.1177573968118679,0.0714285714285714,False,50.48225308641975,Low,,
NHS COVENTRY AND RUGBY CCG,29,9889256.41,341008.84172413795,0.0,-0.1514771012236694,0.3103448275862069,False,50.47260802469136,Low,2.0,317.0
DAC BEACHCROFT LLP,225,45722816.25,203212.51666666663,0.0,-0.1490429351758882,0.2888888888888888,False,50.467785493827165,Low,,
NEC SOFTWARE SOLUTIONS UK LTD,104,18531992.95,178192.23990384614,0.0,-0.1554554164802807,0.3653846153846153,False,50.46296296296296,Low,,
HIGH GLADES MEDICAL CENTRE,14,949369.63,67812.11642857143,0.0,-0.1178878990692594,0.0714285714285714,False,50.45331790123456,Low,,
TETTENHALL MEDICAL CENTRE,5,180721.06,36144.212,0.0,-0.0754460937045436,0.0,False,50.44849537037037,Low,,
NHS NORTH EAST LONDON CCG,39,15570483.37,399243.1633333333,0.0,-0.139844757080723,0.2051282051282051,True,50.44849537037037,Low,2.0,317.0
QUALITY HEALTH LTD,24,1965012.31,81875.51291666667,0.0,-0.1120518994842667,0.0416666666666666,False,50.429205246913575,Low,,
TRAFALGAR MEDICAL GROUP PRACTICE,9,520463.92,57829.32444444444,0.0,-0.075514246608206,0.0,False,50.429205246913575,Low,,
DR H F SIMONTON & PARTNERS,8,266816.87,33352.10875,0.0,-0.0756720152665516,0.0,False,50.409915123456784,Low,8.0,61.0
RISUAL LTD,5,977581.2,195516.24,0.0,-0.0759853195285159,0.0,False,50.390625,Low,,
WEST HERTFORDSHIRE HOSPITALS NHS TRUST,271,149987805.25,553460.5359778597,0.0,-0.1458484841799482,0.2583025830258302,True,50.3858024691358,Low,,
DR C LLOYD & PARTNERS,56,6993966.12,124892.25214285716,0.0,-0.1376004071729709,0.1964285714285714,False,50.376157407407405,Low,,
PARK PLACE TECHNOLOGIES LTD,27,1282530.31,47501.1225925926,0.074074074074074,-0.1359147361686761,0.0,False,50.35204475308642,Low,,
WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,178,98079301.65,551007.3126404495,0.0,-0.1599021010548808,0.4325842696629213,False,50.34722222222221,Low,1.0,552.0
RFEA LTD,27,5759695.6,213322.0592592593,0.0,-0.1416008182861477,0.2222222222222222,False,50.342399691358025,Low,,
CORNWALL COUNCIL,6,792211.99,132035.3316666667,0.0,-0.1340432103160203,0.1666666666666666,False,50.33757716049382,Low,,
SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,64,82944998.7,1296015.6046875,0.0,-0.1531053495527497,0.328125,False,50.33757716049382,Low,,
POOLOGANATHAN & POOLOGANATHAN,17,2103273.85,123721.9911764706,0.0,-0.1156229069756354,0.0588235294117647,False,50.332754629629626,Low,,
BRANNAM MEDICAL CENTRE,9,623887.7999999999,69320.86666666665,0.0,-0.0766889851724705,0.0,False,50.332754629629626,Low,,
DR SAMJI & PARTNERS,12,796343.04,66361.92,0.0,-0.1204430502531369,0.0833333333333333,False,50.32793209876543,Low,,
NHS SCARBOROUGH AND RYEDALE CCG,14,1643440.83,117388.63071428573,0.0,-0.1612534026616712,0.5,False,50.323109567901234,Low,1.0,552.0
NHS HARROGATE AND RURAL DISTRICT CCG,12,3466936.82,288911.4016666667,0.0,-0.1539385866449957,0.3333333333333333,False,50.31828703703704,Low,,
RAISE THE BAR LTD,5,300000.0,60000.0,0.0,-0.1632525593089254,1.0,False,50.31346450617284,Low,,
MIRIAM PRIMARY CARE LTD,62,5424537.17,87492.535,0.0161290322580645,-0.1528078805303683,0.0161290322580645,False,50.30381944444444,Low,,
WOODHALL SPA NEW SURGERY,12,674085.0,56173.75,0.0,-0.07689754888653,0.0,False,50.30381944444444,Low,,
SONAR INFORMATICS LTD,74,5609427.45,75803.07364864866,0.0,-0.1610951929893379,0.4864864864864865,False,50.29899691358024,Low,,
HILLCREST SURGERY LONDON,5,211373.51,42274.702000000005,0.0,-0.0769652218242789,0.0,False,50.29417438271605,Low,,
OAKWOOD LANE MEDICAL PRACTICE,6,379715.36,63285.89333333333,0.0,-0.0772648507045519,0.0,False,50.27488425925925,Low,,
"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",62,16246882.11,262046.48564516127,0.0,-0.1612251324905189,0.4677419354838709,False,50.250771604938265,Low,,
PEOPLE ASSET MANAGEMENT LTD T/A PAM OH SOLUTIONS,13,707282.51,54406.346923076926,0.0,-0.0774121387287574,0.0,False,50.24594907407407,Low,,
ROYTON MEDICAL CENTRE,11,1293887.52,117626.13818181818,0.0,-0.1217817523261247,0.0909090909090909,False,50.24112654320987,Low,2.0,317.0
UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,19,2291236.38,120591.38842105264,0.0,-0.1526038778920933,0.3157894736842105,False,50.231481481481474,Low,2.0,317.0
OUSE VALLEY PRACTICE,42,5120409.9,121914.52142857145,0.0,-0.1276094878193962,0.119047619047619,False,50.1977237654321,Low,,
PETROC GROUP PRACTICE,30,2372312.31,79077.077,0.0,-0.1604575898359869,0.4333333333333333,False,50.1880787037037,Low,,
MINISTRY OF HOUSING COMMUNITIES & LOCAL GOVERNMENT,7,679752.0800000001,97107.44000000002,0.0,-0.0779091702084598,0.0,False,50.188078703703695,Low,,
NHS WALSALL CCG,22,5502590.34,250117.7427272727,0.0,-0.1426314451356382,0.2272727272727272,False,50.18325617283951,Low,2.0,317.0
NHS DIGITAL,68,23994250.5,352856.625,0.0,-0.1519254998699186,0.3088235294117647,False,50.18325617283951,Low,1.0,552.0
LANCASTER UNIVERSITY,20,25137910.81,1256895.5405,0.0,-0.1239627342633176,0.1,False,50.17361111111111,Low,,
THORNBURY NURSING SERVICES,6,730024.08,121670.68,0.0,-0.1544701238123054,0.3333333333333333,False,50.17361111111111,Low,,
HOOPLE LTD,10,585068.75,58506.875,0.0,-0.0780312380374181,0.0,False,50.16878858024691,Low,,
NHS WEST KENT CCG,21,8791593.629999999,418647.3157142857,0.0,-0.1580738701340703,0.3809523809523809,False,50.16396604938272,Low,1.0,552.0
FELDMAN & PARTNERS,5,226806.66,45361.332,0.0,-0.0782264065638103,0.0,False,50.15914351851851,Low,,
NHS WAKEFIELD CCG,32,7958431.42,248700.981875,0.0,-0.1377226762315053,0.1875,False,50.12538580246913,Low,2.0,317.0
CHIDDENBROOK SURGERY CREDITON,23,4301107.45,187004.67173913048,0.0,-0.1417509866092593,0.217391304347826,False,50.110918209876544,Low,2.0,317.0
NHS EAST LANCASHIRE CCG,36,9551199.68,265311.1022222222,0.0,-0.1488326311966201,0.2777777777777778,False,50.09162808641975,Low,2.0,317.0
LEISTON SURGERY,9,336683.5,37409.27777777778,0.0,-0.0788997198914004,0.0,False,50.07233796296296,Low,,
HARLOW CONSULTING SERVICES LTD,5,257247.0,51449.4,0.0,-0.0789730897040857,0.0,False,50.06269290123456,Low,,
RUSTHALL MEDICAL CENTRE,10,822624.19,82262.419,0.0,-0.1244807706324218,0.1,False,50.05787037037037,Low,,
BALMORE PARK SURGERY,15,677506.95,45167.13,0.0,-0.0790452784014478,0.0,False,50.05304783950616,Low,,
DELOITTE MCS LTD,20,1427872.13,71393.6065,0.0,-0.145825516830281,0.25,False,50.048225308641975,Low,,
GUPTA C P,9,526912.22,58545.80222222222,0.0,-0.0790471546078616,0.0,False,50.04340277777777,Low,,
LEEDS STUDENT MEDICAL PRACTICE,9,500901.27,55655.69666666667,0.0,-0.079112947315972,0.0,False,50.02411265432099,Low,2.0,317.0
DR D C PATEL & PARTNERS HARROW,5,173996.19,34799.238,0.0,-0.079130340421505,0.0,False,50.01446759259259,Low,,
NHS SOUTH YORKSHIRE ICB,58,17471067.39,301225.2998275862,0.0,-0.1527367666533754,0.3103448275862069,False,50.00964506172839,Low,3.0,221.0
ST JOHNS MEDICAL CENTRE (TRAFFORD),10,695489.72,69548.972,0.0,-0.1245986000673045,0.1,False,50.00964506172839,Low,,
NHS WEST YORKSHIRE ICB,88,29555944.6,335863.00681818184,0.0,-0.1524614328019787,0.3068181818181818,False,49.99035493827161,Low,3.0,221.0
UNIVERSITY OF LEICESTER,41,15036618.28,366746.7873170732,0.0,-0.1449378948410016,0.2439024390243902,True,49.9903549382716,Low,1.0,552.0
DR D O YATES & PTRS,13,910624.38,70048.02923076923,0.0,-0.132945832390384,0.1538461538461538,False,49.985532407407405,Low,,
CEDARS MEDICAL CENTRE,5,161565.5,32313.1,0.0,-0.0792091220846455,0.0,False,49.97588734567901,Low,,
CAPSTICKS SOLICITORS LLP,94,33615500.91,357611.7118085106,0.0,-0.1372781852256413,0.1808510638297872,False,49.97106481481481,Low,,
DR PANCHOLI P & PARTNERS,7,295330.96,42190.13714285714,0.0,-0.0792633643499672,0.0,False,49.94695216049382,Low,,
NORFOLK & SUFFOLK NHS FOUNDATION TRUST,447,143248372.48,320466.15767337807,0.0,-0.1389722371715923,0.1991051454138702,True,49.942129629629626,Low,2.0,317.0
