supplier,total_transactions,total_spend,mean_transaction_amount,ml_anomaly_rate,mean_ml_anomaly_score,rule_flag_rate,is_network_hub,composite_risk_score,risk_tier,community_id,community_size
GREATER LONDON AUTHORITY,5,1850000.0,370000.0,0.6,0.0069829493449643,1.0,False,99.82156635802468,Critical,,
VAN DESSELL & PARTNERS,5,623406.68,124681.336,0.4,-0.024658911523455,0.4,False,97.8732638888889,Critical,,
EAST COAST COMMUNITY HEALTHCARE CIC,6,1457922.7999999998,242987.1333333333,0.1666666666666666,-0.0215015618644739,0.5,False,97.8684413580247,Critical,,
STAFFORDSHIRE COUNTY COUNCIL,5,4817538.39,963507.678,0.2,-0.0326949461458463,0.4,False,97.16435185185183,Critical,,
KENT COUNTY COUNCIL (EXCH SEC MAIDSTONE),16,14727768.23,920485.514375,0.375,-0.0490173563584104,0.4375,False,96.96180555555554,Critical,,
GREATER MANCHESTER COMBINED AUTHORITY (GMCA),12,5810184.49,484182.0408333333,0.1666666666666666,-0.0544242484299294,0.6666666666666666,False,96.460262345679,Critical,,
GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2477,4622934392.34,1866344.1228663707,0.1631005248284214,-0.0338286861545255,0.3605167541380703,True,95.6597222222222,Critical,0.0,590.0
DRAYTON MEDICAL PRACTICE,6,702355.74,117059.29,0.1666666666666666,-0.026169536294173,0.3333333333333333,False,95.654899691358,Critical,8.0,61.0
LGBT FOUNDATION LTD,6,662603.0,110433.83333333331,0.1666666666666666,-0.0283086411176026,0.3333333333333333,False,95.59702932098764,Critical,,
CITY OF STOKE ON TRENT,7,7301056.0,1043008.0,0.1428571428571428,-0.0557812625972726,0.4285714285714285,False,95.34625771604938,Critical,,
LONDON COUNCILS,7,247000.0,35285.71428571428,0.1428571428571428,-0.0559010326922876,0.4285714285714285,False,95.32696759259258,Critical,,
UNITED HEALTHCARE DEVELOPMENTS LTD,13,12201166.66,938551.2815384616,0.2307692307692307,-0.0774399296904383,0.5384615384615384,False,94.98456790123456,Critical,,
INOVEM LTD,10,5285185.84,528518.584,0.3,-0.0359832350381332,0.3,False,94.9170524691358,Critical,,
ASSURA HC LTD,6,5535783.66,922630.61,0.3333333333333333,-0.0614855605837512,0.3333333333333333,False,94.43479938271604,Critical,,
ICF CONSULTING SERVICES LTD,7,583655.23,83379.31857142856,0.1428571428571428,0.0062672169104356,0.2857142857142857,False,94.42997685185183,Critical,,
GENOMICS ENGLAND LTD,29,82465973.34,2843654.2531034485,0.2413793103448276,-0.0561187089431483,0.3103448275862069,False,93.91396604938272,Critical,,
BARTON SURGERY (DAWLISH),8,497597.44,62199.68,0.25,-0.076406265575833,0.375,False,93.89467592592592,Critical,,
CPGM HEALTHCARE LTD CHL,6,1579114.28,263185.7133333333,0.1666666666666666,-0.0664102294113248,0.3333333333333333,False,93.3304398148148,Critical,,
UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1852,3947803655.74,2131643.44262419,0.0998920086393088,-0.0460439724540186,0.3255939524838013,True,93.24845679012346,Critical,2.0,317.0
MCKINSEY & CO,15,13151689.34,876779.2893333334,0.2,-0.0870583030953067,0.4666666666666667,True,92.9639274691358,Critical,0.0,590.0
MILTON KEYNES COUNCIL,9,4509500.0,501055.5555555556,0.1111111111111111,-0.0804613660055695,0.4444444444444444,False,92.76138117283948,Critical,7.0,67.0
OPEN HEALTH CARE UK,7,247120.0,35302.857142857145,0.1428571428571428,-0.0477423208402001,0.2857142857142857,True,92.59741512345678,Critical,1.0,552.0
HEATHFIELD SURGERY,5,279593.3,55918.66,0.4,0.0112832216807284,0.2,False,92.43827160493828,Critical,,
SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1415,3169790376.76,2240134.541879859,0.0734982332155477,-0.0663954235727483,0.3710247349823322,True,92.40933641975307,Critical,0.0,590.0
MONITOR,5,8323595.2,1664719.04,0.6,-0.0087254468115171,0.2,False,92.26466049382717,Critical,1.0,552.0
KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1740,3628036576.94,2085078.492494253,0.0896551724137931,-0.0548374471101662,0.314367816091954,False,92.26466049382717,Critical,,
MANCHESTER CENTRAL CONVENTION COMPLEX,10,15068250.05,1506825.005,0.3,0.0017672215951164,0.2,False,92.211612654321,Critical,1.0,552.0
FOREST HALL HEALTH CENTRE,5,222212.76,44442.552,0.2,-0.0079434351021662,0.2,False,91.7872299382716,Critical,8.0,61.0
UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1409,3484491379.39,2473024.399850958,0.0816181689141234,-0.0633666426986433,0.3264726756564939,True,91.73418209876544,Critical,5.0,91.0
OUTCOMES BASED HEALTHCARE LTD,27,20764376.770000003,769050.9914814816,0.037037037037037,-0.0714778620269497,0.5185185185185185,False,91.67631172839504,Critical,,
OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1683,3584074227.16,2129574.70419489,0.0730837789661319,-0.0611515911105542,0.3137254901960784,True,91.3628472222222,Critical,1.0,552.0
HEALTH FOUNDATION (THE),15,4370192.88,291346.192,0.1333333333333333,-0.0800415708875079,0.3333333333333333,False,91.34355709876544,Critical,,
NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1515,3222575926.92,2127112.823049505,0.0679867986798679,-0.0650432374838618,0.3287128712871287,True,91.32908950617283,Critical,2.0,317.0
EAST SUSSEX COUNTY COUNCIL,8,442308.26,55288.5325,0.125,-0.0451079665246818,0.25,False,91.29050925925924,Critical,,
NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1245,3691344425.04,2964935.2811566265,0.0690763052208835,-0.0701560431902315,0.3365461847389558,True,91.28086419753086,Critical,2.0,317.0
MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2157,3847134768.11,1783558.0751553085,0.0760315252665739,-0.046623739221726,0.2841910060268892,True,91.26157407407408,Critical,5.0,91.0
CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1326,3038810110.99,2291711.9992383104,0.059577677224736,-0.0683991401076573,0.3446455505279034,True,91.18441358024693,Critical,2.0,317.0
FRESENIUS KABI LTD,11,358062.46,32551.13272727273,0.1818181818181818,-0.0940196865997516,0.4545454545454545,False,91.06867283950616,Critical,,
UNIVERSAL AV SERVICES LTD,8,36645.6,4580.7,0.125,-0.0865716809757872,0.375,False,91.00115740740742,Critical,,
UNI HOSPITAL SOUTHAMPTON NHS FT,1217,3149223900.19,2587694.2483073133,0.0583401807723911,-0.070812394565593,0.3557929334428923,True,90.97222222222224,Critical,2.0,317.0
BARTS HEALTH NHS TRUST,1504,4433698992.83,2947938.16012633,0.0764627659574468,-0.0595982175647625,0.293218085106383,True,90.82754629629628,Critical,2.0,317.0
HERTFORDSHIRE COUNTY COUNCIL,6,572418.0,95403.0,0.1666666666666666,-0.0860972567043119,0.3333333333333333,False,90.79378858024693,Critical,0.0,590.0
EMPLOYEE PULSECHECK LTD,6,2155385.16,359230.86000000004,0.5,-0.0039784764868951,0.1666666666666666,False,90.73591820987652,Critical,,
ROYAL FREE LONDON NHS FOUNDATION TRUST,1540,2868713374.88,1862800.8927792208,0.0558441558441558,-0.0680205953936063,0.3168831168831169,True,90.4128086419753,Critical,0.0,590.0
DR MTC HIGGINS & PARTNERS,8,1114809.58,139351.1975,0.125,-0.0608187267004757,0.25,False,90.28742283950616,Critical,,
HOSPICE UK,20,223099506.5,11154975.325,0.2,-0.0458731969982203,0.2,False,90.27295524691358,Critical,0.0,590.0
DR D G BRODIE & PARTNERS,10,709456.46,70945.646,0.1,-0.076773869341038,0.3,False,90.2391975308642,Critical,,
UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,1118,2316597007.53,2072090.3466279071,0.0438282647584973,-0.0780038169708202,0.3738819320214669,True,90.09452160493828,Critical,1.0,552.0
FLITWICK SURGERY,9,473993.29,52665.92111111111,0.1111111111111111,-0.0860803158887839,0.3333333333333333,False,90.0221836419753,Critical,,
ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1416,2258154067.92,1594741.5733898303,0.0494350282485875,-0.0693440053363144,0.3248587570621469,True,90.0173611111111,Critical,2.0,317.0
NORTH BRISTOL NHS TRUST,1180,1765578526.65,1496252.9886864407,0.0406779661016949,-0.0775615982805537,0.3720338983050847,True,89.91126543209876,Critical,2.0,317.0
MARUS BRIDGE PRACTICE,6,6304041.14,1050673.5233333332,0.3333333333333333,-0.0334430381437042,0.1666666666666666,False,89.72800925925925,Critical,,
WARRINGTON BOROUGH COUNCIL,16,6456521.43,403532.589375,0.0625,-0.092435369733134,0.6875,False,89.65567129629629,Critical,,
DANEBRIDGE MEDICAL PRACTICE,6,284095.16000000003,47349.193333333336,0.1666666666666666,-0.0169855035966954,0.1666666666666666,False,89.53993055555554,Critical,,
HONITON GROUP PRACTICE,6,296981.6,49496.93333333333,0.1666666666666666,-0.0196239997459554,0.1666666666666666,False,89.48206018518518,Critical,,
LEEDS TEACHING HOSPITALS NHS TRUST,1508,4530280443.36,3004164.7502387264,0.0729442970822281,-0.0709024557402375,0.2805039787798408,True,89.38078703703704,Critical,0.0,590.0
MEDALLIA INC,10,522000.0,52200.0,0.1,-0.0944452827454381,0.4,False,89.23611111111111,Critical,,
RADNOR HOUSE SURGERY & ASCOT MEDICAL CENTRE,5,2889942.99,577988.598,0.2,-0.0653497518213249,0.2,False,88.99016203703704,Critical,,
OPCC FOR LEICESTERSHIRE,17,2423784.24,142575.54352941178,0.0588235294117647,-0.0856603340725534,0.3529411764705882,False,88.97087191358024,Critical,,
NORTHWOOD GROUP PRACTICE,11,3278589.88,298053.6254545454,0.0909090909090909,-0.0792304628780726,0.2727272727272727,False,88.67669753086419,Critical,,
BEECHWOOD SURGERY,10,987076.48,98707.648,0.1,-0.0485255340330808,0.2,False,88.671875,Critical,,
IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1520,3226992100.77,2123021.1189276315,0.0539473684210526,-0.0633103130531663,0.2664473684210526,True,88.64776234567901,Critical,0.0,590.0
GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,1403,2599183340.58,1852589.6939272983,0.037063435495367,-0.0680416576893638,0.285816108339273,True,88.50308641975307,Critical,2.0,317.0
BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,936,1957166766.01,2090990.1346260684,0.0277777777777777,-0.084517363794936,0.3856837606837607,True,88.42592592592592,Critical,0.0,590.0
INTEGRATED CARE PARTNERSHIP,17,1394973.36,82057.25647058823,0.1176470588235294,-0.0887413201969789,0.2941176470588235,False,88.34394290123456,Critical,,
NHS PROFESSIONALS LTD,19,24325178.4,1280272.547368421,0.0526315789473684,-0.0924635100279029,0.3684210526315789,False,87.53375771604938,Critical,,
BRISTOL CITY COUNCIL,13,938401.07,72184.6976923077,0.0769230769230769,-0.1015923061041144,0.4615384615384615,False,87.52411265432099,Critical,7.0,67.0
BURNHAM HEALTH CENTRE,6,364768.64,60794.77333333334,0.1666666666666666,-0.0578796074607829,0.1666666666666666,False,87.4855324074074,Critical,,
BARWELL & HOLLYCROFT MEDICAL CENTRE,7,537664.4,76809.2,0.1428571428571428,-0.0350408975630449,0.1428571428571428,False,87.3022762345679,Critical,,
UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,906,2389335688.5,2637235.859271523,0.0441501103752759,-0.0820454145299657,0.2880794701986754,True,87.14313271604938,Critical,2.0,317.0
FORESTSIDE MEDICAL PRACTICE WALSALL,13,4297661.92,330589.37846153846,0.1538461538461538,-0.0857327799657965,0.2307692307692307,False,87.12866512345678,Critical,,
NHS COUNTY DURHAM CCG,13,6842069.24,526313.0184615385,0.0769230769230769,-0.0787809466988093,0.2307692307692307,True,86.98398919753086,Critical,2.0,317.0
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,6,8760378.46,1460063.076666667,0.1666666666666666,-0.0682648428530035,0.1666666666666666,False,86.79108796296296,Critical,3.0,221.0
THE CHRISTIE NHS FOUNDATION TRUST,704,1606020150.7,2281278.623153409,0.018465909090909,-0.0894747224582895,0.3693181818181818,True,86.77662037037037,Critical,,
METROPOLITAN POLICE,12,1563882.5,130323.54166666669,0.0833333333333333,-0.1060664804521903,0.75,False,86.77179783950618,Critical,,
LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,905,1250932812.63,1382246.2018011052,0.0198895027624309,-0.0924523612135852,0.3889502762430939,True,86.49691358024691,Critical,1.0,552.0
WORCESTERSHIRE COUNTY COUNCIL,8,285053.4,35631.675,0.125,-0.0244550856665156,0.125,False,86.48244598765432,Critical,7.0,67.0
MEDWAY COUNCIL,22,11582167.57,526462.1622727272,0.0909090909090909,-0.0669842114600818,0.1818181818181818,True,86.48244598765432,Critical,1.0,552.0
GAUMARD SCIENTIFIC CO INC,5,45618.03955774399,9123.6079115488,0.2,-0.1093917279505919,0.4,False,86.42939814814815,Critical,,
CORPORATE DOCUMENT SERVICES,6,1467373.3,244562.21666666667,0.1666666666666666,-0.0712641617179798,0.1666666666666666,False,86.42457561728395,Critical,1.0,552.0
CIRCLE HEALTH HOLDINGS LTD,54,498047759.53,9223106.657962965,0.1296296296296296,-0.0180388507077151,0.1111111111111111,False,86.06288580246913,Critical,,
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,832,1647915660.81,1980667.8615504808,0.0300480769230769,-0.0890785225542312,0.3137019230769231,True,85.99537037037037,Critical,,
GROSVENOR CONTRACTS (LONDON) LTD,7,69090.0,9870.0,0.1428571428571428,-0.0984339414768128,0.2857142857142857,False,85.98090277777777,Critical,,
NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,16,11915400.21,744712.513125,0.0625,-0.1053356941171998,0.5,False,85.91820987654322,Critical,2.0,317.0
HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,1105,1525190363.92,1380262.7727782803,0.0334841628959276,-0.082217884325954,0.2687782805429864,True,85.87962962962962,Critical,8.0,61.0
UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1181,1442695521.47,1221588.0791447926,0.0304826418289585,-0.080462621366636,0.2633361558001693,True,85.83140432098764,Critical,9.0,23.0
CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,1353,682401920.03,504362.0990613452,0.0103473762010347,-0.0799259791932306,0.2801182557280118,True,85.36844135802468,Critical,5.0,91.0
LONDON NORTH WEST HEALTHCARE NHS TRUST,1125,873035315.57,776031.3916177779,0.0088888888888888,-0.0873397046247333,0.3164444444444444,True,85.27199074074073,Critical,2.0,317.0
NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,966,1584698412.71,1640474.5473188406,0.036231884057971,-0.0899388615242897,0.2826086956521739,True,85.01157407407408,Critical,5.0,91.0
SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,882,1533717733.05,1738908.994387755,0.0249433106575963,-0.0899728092528321,0.2970521541950113,True,84.9729938271605,Critical,0.0,590.0
OMNICELL LTD,10,421874.32,42187.432,0.1,-0.0862178761427187,0.2,False,84.9681712962963,Critical,,
SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,954,943673382.87,989175.4537421383,0.0073375262054507,-0.09218849138688,0.3438155136268344,True,84.84760802469135,Critical,1.0,552.0
CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1084,1114881301.96,1028488.2859409596,0.011070110701107,-0.0857732364051222,0.2887453874538745,True,84.7608024691358,Critical,2.0,317.0
HOPE FARM MEDICAL CENTRE,9,560297.34,62255.26,0.1111111111111111,-0.0419924981781035,0.1111111111111111,False,84.7559799382716,Critical,,
SOUTH DOC SERVICES MY HEALTHCARE LTD,5,844766.14,168953.228,0.2,-0.0935145291216238,0.2,False,84.71739969135803,Critical,,
ST GILES TRUST,13,1591835.0,122448.84615384616,0.0769230769230769,-0.091020009918051,0.2307692307692307,False,84.66917438271605,Critical,0.0,590.0
INTUITIVE SURGICAL LTD,38,728416.6,19168.85789473684,0.0263157894736842,-0.0909378624808064,0.2894736842105263,False,84.59683641975309,Critical,,
UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,847,1614971276.41,1906695.721853601,0.0354191263282172,-0.0898933342904682,0.2715466351829988,True,84.5679012345679,Critical,1.0,552.0
HCA INTERNATIONAL LTD,22,153802029.35999998,6991001.334545454,0.0454545454545454,-0.0320166880794699,0.1363636363636363,False,84.5582561728395,Critical,,
EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,44,80191539.44,1822534.9872727275,0.0227272727272727,-0.0984692119130365,0.3636363636363636,False,84.52932098765432,Critical,,
LEICESTERSHIRE & RUTLAND LOC OPTICARE,7,468500.0,66928.57142857143,0.1428571428571428,-0.0754677517775387,0.1428571428571428,False,84.37982253086419,Critical,,
MILLS & REEVE LLP,7,1201173.41,171596.20142857145,0.1428571428571428,-0.0771907543696424,0.1428571428571428,False,84.22550154320987,Critical,,
CLATTERBRIDGE CANCER CENTRE NHS FT,362,1092734276.19,3018602.9729005527,0.011049723756906,-0.0914836832912084,0.3093922651933701,True,84.21103395061729,Critical,0.0,590.0
DR F W MOUJAES & DR M A MANNAN,16,1182504.14,73906.50875,0.0625,-0.0934713314628678,0.25,False,84.1579861111111,Critical,,
MID AND SOUTH ESSEX FOUNDATION TRUST,665,1333478847.48,2005231.349593985,0.0105263157894736,-0.0931159637066616,0.3172932330827068,True,84.10493827160494,Critical,2.0,317.0
FRIMLEY HEALTH NHS FOUNDATION TRUST,1319,995066596.02,754409.852934041,0.0113722517058377,-0.0786561612020113,0.2335102350265352,True,84.07600308641975,Critical,5.0,91.0
LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,978,1120738855.69,1145949.750194274,0.0214723926380368,-0.0879474789103364,0.261758691206544,True,84.01813271604938,Critical,0.0,590.0
ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1104,1019386915.7,923357.7134963768,0.0144927536231884,-0.0857172849812253,0.2581521739130434,True,83.9795524691358,Critical,1.0,552.0
HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP,128,104710616.53,818051.691640625,0.015625,-0.1013508485628837,0.3828125,False,83.94579475308642,Critical,0.0,590.0
RAMSAY HEALTH CARE UK OPERATIONS LTD,77,393549850.13,5111037.014675325,0.0519480519480519,-0.0814312102331428,0.1948051948051948,False,83.76736111111111,Critical,,
COLLEGE SURGERY PARTNERSHIP,18,1082319.48,60128.86,0.1111111111111111,-0.0858389585182012,0.1666666666666666,False,83.64679783950616,Critical,,
CAPITA BUSINESS SERVICES LTD,1251,390866302.12,312443.087226219,0.0111910471622701,-0.0863677270536283,0.2525979216626698,False,83.44907407407408,Critical,,
ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,446,1064371584.94,2386483.374304933,0.0044843049327354,-0.097546600762935,0.3520179372197309,True,83.36226851851852,Critical,,
HOLOGIC LTD,15,277956.0,18530.4,0.0666666666666666,-0.0897777442964692,0.2,False,83.27546296296296,Critical,,
FAERESTRAND H I & PARTNERS,8,1202071.24,150258.905,0.125,-0.0752235649396566,0.125,False,83.1934799382716,Critical,,
NHS TRUST DEVELOPMENT AUTHORITY,40,31385063.74,784626.5935000001,0.075,-0.1130743188603327,0.425,True,83.04398148148147,Critical,1.0,552.0
NORTHLANDS SURGERY,12,590171.82,49180.98499999999,0.0833333333333333,-0.0862315322796206,0.1666666666666666,False,82.9909336419753,Critical,,
NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,902,1223639453.29,1356584.759745011,0.0110864745011086,-0.0891699493521634,0.253880266075388,True,82.95717592592592,Critical,,
DENMEAD DOCTORS SURGERY,23,2700561.1,117415.7,0.0434782608695652,-0.1034684133494621,0.3043478260869565,False,82.72087191358024,Critical,,
PORTSMOUTH HOSPITALS NHS TRUST,919,1123408602.53,1222425.0299564744,0.0141458106637649,-0.0911174665119081,0.2557127312295973,True,82.71604938271604,Critical,,
UK TRADE & INVESTMENT,12,3722756.85,310229.7375,0.1666666666666666,-0.0617692979735805,0.0833333333333333,False,82.3832947530864,Critical,,
UNIVERSITY HOSPITALS OF DERBY & BURTON NHS FOUNDATION TRUST,850,1015534232.64,1194746.1560470588,0.0105882352941176,-0.0953141631301183,0.2823529411764706,True,82.25308641975309,Critical,2.0,317.0
BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,889,778465624.21,875664.3691901013,0.0067491563554555,-0.0965041983219345,0.2924634420697413,True,82.15663580246914,Critical,1.0,552.0
SHROPSHIRE COUNCIL,12,3022240.72,251853.3933333333,0.0833333333333333,-0.1042190753015259,0.25,False,82.10358796296296,Critical,9.0,23.0
UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,843,1434733218.47,1701937.3884578885,0.0308422301304863,-0.0930386449374625,0.225385527876631,True,82.06983024691357,Critical,3.0,221.0
SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,43,52152518.94,1212849.2776744186,0.0232558139534883,-0.1086337079937747,0.3720930232558139,False,81.92515432098764,Critical,3.0,221.0
GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,945,1063753027.3,1125664.579153439,0.0179894179894179,-0.0928262704685459,0.2359788359788359,True,81.83834876543209,Critical,1.0,552.0
ISLINGTON COUNCIL,9,4719750.0,524416.6666666666,0.1111111111111111,-0.0791883442852698,0.1111111111111111,False,81.78530092592592,Critical,7.0,67.0
ROYAL CORNWALL HOSPITALS NHS TRUST,877,780087256.11,889495.1609007982,0.0068415051311288,-0.0955971511608807,0.2782212086659065,True,81.78047839506172,Critical,,
TMP (UK) LTD,26,21840769.09,840029.5803846153,0.0384615384615384,-0.1094370555056802,0.3461538461538461,False,81.76118827160494,Critical,,
PARK SURGERY HORSHAM,17,1714299.12,100841.12470588236,0.0588235294117647,-0.090867188383259,0.1764705882352941,False,81.67920524691358,Critical,,
EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,823,1008047008.24,1224844.4814580802,0.0133657351154313,-0.0954191044191935,0.2515188335358445,True,81.50077160493827,Critical,,
NHS BUSINESS SERVICES AUTHORITY,381,912005093.65,2393714.15656168,0.0131233595800524,-0.104210550874606,0.3228346456692913,True,81.49112654320987,Critical,0.0,590.0
ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST (THE),755,959537713.74,1270910.879125828,0.0026490066225165,-0.0979610500779087,0.2927152317880794,False,81.49112654320987,Critical,,
INIVOS LTD,12,376836.0,31403.0,0.0833333333333333,-0.0931647657805415,0.1666666666666666,False,81.47665895061728,Critical,,
OXFORD HEALTH NHS FOUNDATION TRUST,554,811961882.97,1465635.1678158846,0.0126353790613718,-0.1108713666618582,0.4169675090252707,True,81.2403549382716,Critical,0.0,590.0
NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,697,1114994154.61,1599704.6694548065,0.018651362984218,-0.1068906840945388,0.3285509325681492,True,81.18248456790123,Critical,0.0,590.0
SOMERSET NHS FOUNDATION TRUST,830,667110801.38,803747.9534698795,0.0048192771084337,-0.0982095685519026,0.2795180722891566,True,81.11496913580245,Critical,0.0,590.0
CHEVIN MEDICAL PRACTICE,16,1013352.58,63334.53625,0.0625,-0.0800226423360518,0.125,False,81.02816358024691,Critical,,
PALANTIR TECHNOLOGIES UK LTD,99,133996141.17,1353496.3754545455,0.0404040404040404,-0.116880673356076,0.6060606060606061,False,81.00887345679013,Critical,,
BIRMINGHAM & SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,626,979993400.04,1565484.664600639,0.0191693290734824,-0.1101933905703534,0.3690095846645367,True,80.99922839506172,Critical,,
CITY WALLS MEDICAL CENTRE,10,450556.54,45055.654,0.1,-0.0785623253647671,0.1,False,80.92689043209876,Critical,,
MOATFIELD SURGERY,10,1019386.5,101938.65,0.1,-0.0790644862431923,0.1,False,80.8400848765432,Critical,,
LIVERPOOL HEART & CHEST NHS FOUNDATION TRUST,424,675659488.46,1593536.5293867926,0.0023584905660377,-0.1076380903263483,0.3726415094339622,True,80.81597222222221,Critical,,
ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,114,720001671.99,6315804.140263158,0.0350877192982456,-0.1123790020664741,0.3684210526315789,False,80.76774691358025,Critical,,
ALDER HEY CHILDRENS NHS FOUNDATION TRUST,645,1078190479.66,1671613.14675969,0.0093023255813953,-0.103690128078037,0.3007751937984496,True,80.74363425925927,Critical,0.0,590.0
CYGNET HEALTHCARE LTD,245,379049848.41,1547142.2384081632,0.0122448979591836,-0.1106636995397132,0.3755102040816326,False,80.67129629629629,Critical,,
EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,848,843248862.4,994397.2433962264,0.0047169811320754,-0.0987626309808719,0.2724056603773584,True,80.65200617283949,Critical,2.0,317.0
DR M C SMITH & PARTNERS,18,2204158.56,122453.25333333334,0.0555555555555555,-0.1026121378127885,0.2222222222222222,False,80.61342592592592,Critical,,
NHS LEICESTER LEICESTERSHIRE AND RUTLAND ICB,24,11837182.08,493215.92,0.0833333333333333,-0.1126671693758555,0.2916666666666667,False,80.60378086419753,Critical,3.0,221.0
BEVAN HEALTHCARE CIC,6,406457.58,67742.93000000001,0.1666666666666666,-0.1025090095900101,0.1666666666666666,False,80.52179783950616,Critical,,
GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,811,668288671.57,824030.4211713934,0.002466091245376,-0.103664325488974,0.3094944512946979,True,80.46875,Critical,1.0,552.0
SPIRE HEALTHCARE LTD,140,481205421.43,3437181.5816428573,0.0285714285714285,-0.1148347696860794,0.4,False,80.20833333333334,Critical,,
ROYAL MARSDEN NHS FOUNDATION TRUST (THE),894,1276228485.89,1427548.6419351231,0.0067114093959731,-0.0887055497551205,0.192393736017897,False,80.13117283950616,Critical,,
WILTSHIRE HEALTH & CARE LLP,11,3743110.65,340282.7863636364,0.0909090909090909,-0.0784409927635563,0.0909090909090909,False,80.0588348765432,Critical,,
SUMMERTOWN HEALTH CENTRE,8,404900.11,50612.51375,0.125,-0.0932337453184677,0.125,False,79.97202932098764,Critical,,
SUPPLY CHAIN COORDINATION LIMITED,851,1699759096.37,1997366.7407403053,0.0505287896592244,-0.1089846233180208,0.2679200940070505,False,79.96720679012346,Critical,,
NATIONAL AUDIT OFFICE,26,3860000.0,148461.53846153847,0.0384615384615384,-0.1195532993332809,0.5769230769230769,False,79.94791666666666,Critical,0.0,590.0
NORTHAM SURGERY BIDEFORD,15,2113914.77,140927.65133333334,0.1333333333333333,-0.0954533983775466,0.1333333333333333,False,79.91898148148147,Critical,,
GE MEDICAL SYSTEMS LTD,10,650670.85,65067.085,0.1,-0.0855912300625407,0.1,False,79.74054783950618,Critical,,
BUPA CROMWELL HOSPITAL,23,34661450.33,1507019.5795652173,0.0434782608695652,-0.103186590492257,0.217391304347826,False,79.71161265432099,Critical,,
PRACTICE PLUS GROUP HEALTH & REHABILITATION SERVICES LTD,2384,887653378.29,372337.8264639262,0.0964765100671141,-0.0352688181352765,0.0356543624161073,False,79.6778549382716,Critical,,
COYLE PERSONNEL PLC,409,402641.2,984.4528117359414,0.0048899755501222,-0.073432313046693,0.1418092909535452,False,79.64891975308642,Critical,,
CIVICA UK LTD,18,1213816.35,67434.24166666667,0.0555555555555555,-0.082530800622119,0.1111111111111111,False,79.54764660493827,Critical,,
GREEN LANES SURGERY,16,1111712.38,69482.02375,0.0625,-0.1018384118112453,0.1875,False,79.50906635802468,Critical,,
NHS STAFFORD AND SURROUNDS CCG,24,9649807.08,402075.295,0.0416666666666666,-0.1194322067212651,0.4166666666666667,False,79.46084104938271,Critical,2.0,317.0
